Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	02	01	05	615.56491943	02	2	21	1	1	2	2	07		407	4	7	200601100061	20060110006101	616.004504529027
10	03	01	05	615.56491943	03	2	0	5									200601100061	20060110006101	616.004504529027
10	01	01	05	820.76918004	01	1	30	2	1	1			2	502	5	2	200601100062	20060110006201	821.13891629667
10	02	01	05	820.76918004	02	2	25	2	1	2	2	01		611	6	11	200601100062	20060110006201	821.13891629667
10	01	01	05	755.31501959	01	1	56	2	1	2	2	06		303	3	3	200601100063	20060110006301	755.311816004083
10	02	01	05	755.31501959	02	2	52	2	1	2	2	06		305	3	5	200601100063	20060110006301	755.311816004083
10	01	01	05	713.57183936	01	1	36	2	1	2	2	01		302	3	2	200601100064	20060110006401	712.666790564835
10	02	01	05	713.57183936	02	2	32	2	1	2	2	06		305	3	5	200601100064	20060110006401	712.666790564835
10	03	01	05	713.57183936	03	1	14	5	1	1			1	408	4	8	200601100064	20060110006401	712.666790564835
10	04	01	05	713.57183936	03	2	11	5	1	1			1	400	4	0	200601100064	20060110006401	712.666790564835
10	05	01	05	713.57183936	03	1	8	5	2	1			1	300	3	0	200601100064	20060110006401	712.666790564835
10	01	01	05	657.73644255	01	1	38	1	1	2	2	01		302	3	2	200601100065	20060110006501	660.066742643082
10	02	01	05	657.73644255	02	2	33	1	1	2	2	06		305	3	5	200601100065	20060110006501	660.066742643082
10	03	01	05	657.73644255	03	2	15	5	1	1			1	408	4	8	200601100065	20060110006501	660.066742643082
10	04	01	05	657.73644255	03	1	14	5	1	1			1	406	4	6	200601100065	20060110006501	660.066742643082
10	05	01	05	657.73644255	03	2	13	5	1	1			1	406	4	6	200601100065	20060110006501	660.066742643082
10	01	01	05	565.1922247	01	2	30	4	1	2	2	01		304	3	4	200601100066	20060110006601	561.690015702602
10	02	01	05	565.1922247	03	2	11	5	1	1			1	304	3	4	200601100066	20060110006601	561.690015702602
10	03	01	05	565.1922247	03	1	9	5	1	1			1	302	3	2	200601100066	20060110006601	561.690015702602
10	04	01	05	565.1922247	03	1	3	5									200601100066	20060110006601	561.690015702602
10	01	01	05	742.48742673	01	1	36	1	2	2	2	01		100	1	0	200601100067	20060110006701	743.271299483587
10	02	01	05	742.48742673	02	2	37	1	1	2	2	01		611	6	11	200601100067	20060110006701	743.271299483587
10	03	01	05	742.48742673	03	2	15	5	1	1			1	409	4	9	200601100067	20060110006701	743.271299483587
10	01	01	05	563.58850796	01	2	46	4	1	2	2	07		407	4	7	200601100068	20060110006801	564.597726273307
10	02	01	05	563.58850796	03	2	20	5	1	2	2	02		611	6	11	200601100068	20060110006801	564.597726273307
10	03	01	05	563.58850796	03	2	16	5	1	2	2	02		610	6	10	200601100068	20060110006801	564.597726273307
10	01	01	05	720.15201458	01	2	46	3	1	2	2	02		304	3	4	200601100069	20060110006901	720.332959899474
10	01	01	05	824.17376909	01	2	64	4	1	2	2	11		302	3	2	200601100070	20060110007001	824.981086582844
10	02	01	05	824.17376909	03	1	40	5	1	2	2	02		611	6	11	200601100070	20060110007001	824.981086582844
10	03	01	05	824.17376909	03	2	31	5	1	1			1	501	5	1	200601100070	20060110007001	824.981086582844
10	01	01	05	774.2727503	01	1	28	2	1	2	2	01		611	6	11	200601100071	20060110007101	773.511489084715
10	02	01	05	774.2727503	02	2	26	2	1	2	2	01		611	6	11	200601100071	20060110007101	773.511489084715
10	03	01	05	774.2727503	03	2	0	5									200601100071	20060110007101	773.511489084715
10	01	01	05	702.7092642	01	2	55	5	2	2	2	06		100	1	0	200601100072	20060110007201	704.273985289276
10	02	01	05	702.7092642	03	1	17	5	1	2	2	02		305	3	5	200601100072	20060110007201	704.273985289276
10	01	01	05	611.12914391	01	1	67	2	2	2	2	11		100	1	0	200601100073	20060110007301	613.805951896779
10	02	01	05	611.12914391	02	2	47	2	1	2	2	02		302	3	2	200601100073	20060110007301	613.805951896779
10	03	01	05	611.12914391	03	1	20	5	1	2	2	02		305	3	5	200601100073	20060110007301	613.805951896779
10	04	01	05	611.12914391	03	1	17	5	1	1			1	611	6	11	200601100073	20060110007301	613.805951896779
10	05	01	05	611.12914391	03	2	24	2	1	2	2	02		611	6	11	200601100073	20060110007301	613.805951896779
10	06	01	05	611.12914391	04	1	24	2	1	2	2	02		611	6	11	200601100073	20060110007301	613.805951896779
10	07	01	05	611.12914391	05	2	5	5	2	1			1	200	2	0	200601100073	20060110007301	613.805951896779
10	01	01	05	528.03006236	01	1	22	1	1	2	2	01		305	3	5	200601100074	20060110007401	527.309343766109
10	02	01	05	528.03006236	02	2	17	1	1	2	2	07		305	3	5	200601100074	20060110007401	527.309343766109
10	03	01	05	528.03006236	03	2	3	5									200601100074	20060110007401	527.309343766109
10	04	01	05	528.03006236	03	2	2	5									200601100074	20060110007401	527.309343766109
10	01	01	05	695.990997	01	2	46	4	1	2	2	02		303	3	3	200601100075	20060110007501	695.643872271632
10	02	01	05	695.990997	03	1	26	5	1	2	2	02		611	6	11	200601100075	20060110007501	695.643872271632
10	03	01	05	695.990997	03	2	23	5	1	2	2	02		611	6	11	200601100075	20060110007501	695.643872271632
10	04	01	05	695.990997	05	2	5	5	2	1			1	300	3	0	200601100075	20060110007501	695.643872271632
10	01	01	05	761.33428855	01	1	45	2	1	2	2	01		406	4	6	200601100076	20060110007601	762.837609029871
10	02	01	05	761.33428855	02	2	44	2	1	2	2	07		406	4	6	200601100076	20060110007601	762.837609029871
10	03	01	05	761.33428855	03	1	20	5	1	2	2	02		409	4	9	200601100076	20060110007601	762.837609029871
10	04	01	05	761.33428855	03	1	15	5	1	1			1	409	4	9	200601100076	20060110007601	762.837609029871
10	05	01	05	761.33428855	03	2	11	5	1	1			1	400	4	0	200601100076	20060110007601	762.837609029871
10	01	01	05	760.0682691	01	1	33	1	1	2	2	01		610	6	10	200601100077	20060110007701	760.29421777679
10	02	01	05	760.0682691	02	2	28	1	1	2	2	07		407	4	7	200601100077	20060110007701	760.29421777679
10	03	01	05	760.0682691	03	1	14	5	1	1			1	408	4	8	200601100077	20060110007701	760.29421777679
10	04	01	05	760.0682691	03	1	10	5	1	1			1	304	3	4	200601100077	20060110007701	760.29421777679
10	01	01	05	880.12167055	01	1	63	2	1	2	2	11		304	3	4	200601100078	20060110007801	880.374593923114
10	02	01	05	880.12167055	02	2	60	2	1	2	2	11		406	4	6	200601100078	20060110007801	880.374593923114
10	03	01	05	880.12167055	03	1	40	5	1	2	2	02		305	3	5	200601100078	20060110007801	880.374593923114
10	04	01	05	880.12167055	08	1	74	5	1	2	2	11		611	6	11	200601100078	20060110007801	880.374593923114
10	01	01	05	588.90460065	01	2	40	3	1	2	2	01		302	3	2	200601100079	20060110007901	589.500975847013
10	02	01	05	588.90460065	03	1	20	5	1	2	2	02		409	4	9	200601100079	20060110007901	589.500975847013
10	03	01	05	588.90460065	03	2	16	5	1	2	2	02		406	4	6	200601100079	20060110007901	589.500975847013
10	04	01	05	588.90460065	03	2	11	5	1	1			1	304	3	4	200601100079	20060110007901	589.500975847013
10	01	01	05	528.27239268	01	2	54	2	1	2	2	11		303	3	3	200601100080	20060110008001	520.332866533478
10	02	01	05	528.27239268	02	1	60	2	1	2	2	11		407	4	7	200601100080	20060110008001	520.332866533478
10	03	01	05	528.27239268	03	2	27	5	1	2	2	02		302	3	2	200601100080	20060110008001	520.332866533478
10	04	01	05	528.27239268	05	1	10	5	1	1			1	304	3	4	200601100080	20060110008001	520.332866533478
10	05	01	05	528.27239268	05	2	7	5	2	1			1	300	3	0	200601100080	20060110008001	520.332866533478
10	06	01	05	528.27239268	05	1	5	5	2	1			1	200	2	0	200601100080	20060110008001	520.332866533478
10	07	01	05	528.27239268	05	1	3	5									200601100080	20060110008001	520.332866533478
10	08	01	05	528.27239268	03	2	26	5	1	2	2	02		408	4	8	200601100080	20060110008001	520.332866533478
10	09	01	05	528.27239268	05	2	6	5	1	1			1	301	3	1	200601100080	20060110008001	520.332866533478
10	10	01	05	528.27239268	05	2	5	5	2	1			1	200	2	0	200601100080	20060110008001	520.332866533478
10	11	01	05	528.27239268	03	1	26	4	1	2	2	11		305	3	5	200601100080	20060110008001	520.332866533478
10	12	01	05	528.27239268	05	1	2	5									200601100080	20060110008001	520.332866533478
10	01	01	05	744.34150008	01	1	59	2	1	2	2	01		305	3	5	200601100081	20060110008101	744.589781421308
10	02	01	05	744.34150008	02	2	59	2	1	2	2	07		303	3	3	200601100081	20060110008101	744.589781421308
10	01	01	05	720.04107024	01	1	31	2	1	2	2	02		305	3	5	200601100082	20060110008201	718.003730592257
10	02	01	05	720.04107024	02	2	32	2	1	2	2	02		408	4	8	200601100082	20060110008201	718.003730592257
10	03	01	05	720.04107024	03	1	8	5	1	1			1	302	3	2	200601100082	20060110008201	718.003730592257
10	04	01	05	720.04107024	03	2	4	5									200601100082	20060110008201	718.003730592257
10	01	01	05	788.65085886	01	1	40	2	1	2	2	01		303	3	3	200601100083	20060110008301	788.075693953664
10	02	01	05	788.65085886	02	2	32	2	1	2	2	01		302	3	2	200601100083	20060110008301	788.075693953664
10	03	01	05	788.65085886	08	2	26	5	1	2	2	11		505	5	5	200601100083	20060110008301	788.075693953664
10	04	01	05	788.65085886	09	2	2	5									200601100083	20060110008301	788.075693953664
10	01	01	05	720.04107024	01	1	26	2	2	2	2	01		100	1	0	200601100084	20060110008401	718.003730592257
10	02	01	05	720.04107024	02	2	26	2	1	2	2	07		303	3	3	200601100084	20060110008401	718.003730592257
10	03	01	05	720.04107024	03	2	5	5	2	1			2	200	2	0	200601100084	20060110008401	718.003730592257
10	04	01	05	720.04107024	03	1	1	5									200601100084	20060110008401	718.003730592257
10	01	01	05	820.76918004	01	1	48	2	1	2	2	01		305	3	5	200601100085	20060110008501	821.13891629667
10	02	01	05	820.76918004	02	2	44	2	1	2	2	07		305	3	5	200601100085	20060110008501	821.13891629667
10	01	01	05	720.04107024	01	1	37	1	1	2	2	01		302	3	2	200601100086	20060110008601	718.003730592257
10	02	01	05	720.04107024	02	2	25	1	1	2	2	07		305	3	5	200601100086	20060110008601	718.003730592257
10	03	01	05	720.04107024	03	1	6	5	1	1			2	302	3	2	200601100086	20060110008601	718.003730592257
10	04	01	05	720.04107024	03	2	1	5									200601100086	20060110008601	718.003730592257
10	01	01	05	673.65558484	01	2	33	5	1	1			2	502	5	2	200601100087	20060110008701	672.705532687518
10	02	01	05	673.65558484	03	2	8	5	1	1			2	302	3	2	200601100087	20060110008701	672.705532687518
10	01	01	05	814.29994916	01	1	42	2	1	2	2	01		305	3	5	200601100088	20060110008801	815.801976269249
10	02	01	05	814.29994916	02	2	41	2	1	2	2	02		305	3	5	200601100088	20060110008801	815.801976269249
10	03	01	05	814.29994916	03	1	18	5	1	2	2	02		611	6	11	200601100088	20060110008801	815.801976269249
10	01	01	05	766.53749997	01	1	33	1	1	2	2	06		611	6	11	200601100089	20060110008901	765.631157804212
10	02	01	05	766.53749997	02	2	39	1	1	2	2	01		409	4	9	200601100089	20060110008901	765.631157804212
10	03	01	05	766.53749997	03	1	0	5									200601100089	20060110008901	765.631157804212
10	01	01	05	736.01819586	01	1	31	1	1	2	2	11		505	5	5	200601100090	20060110009001	737.934359456166
10	02	01	05	736.01819586	02	2	32	1	1	2	2	01		611	6	11	200601100090	20060110009001	737.934359456166
10	03	01	05	736.01819586	03	2	14	5	1	1			2	407	4	7	200601100090	20060110009001	737.934359456166
10	04	01	05	736.01819586	03	1	12	5	1	1			1	406	4	6	200601100090	20060110009001	737.934359456166
10	01	01	05	788.65085886	01	1	52	2	1	2	2	01		407	4	7	200601100091	20060110009101	788.075693953664
10	02	01	05	788.65085886	02	2	51	2	1	2	2	07		406	4	6	200601100091	20060110009101	788.075693953664
10	03	01	05	788.65085886	03	2	25	5	1	2	2	01		611	6	11	200601100091	20060110009101	788.075693953664
10	04	01	05	788.65085886	05	2	5	5	2	1			1	300	3	0	200601100091	20060110009101	788.075693953664
10	01	01	05	830.16613044	01	2	52	4	1	2	2	02		305	3	5	200601100092	20060110009201	833.40337582594
10	02	01	05	830.16613044	03	1	28	5	1	2	2	01		407	4	7	200601100092	20060110009201	833.40337582594
10	03	01	05	830.16613044	09	1	33	5	1	2	2	01		611	6	11	200601100092	20060110009201	833.40337582594
10	04	01	05	830.16613044	11	1	22	5	1	2	2	01		408	4	8	200601100092	20060110009201	833.40337582594
10	05	01	05	830.16613044	11	2	20	5	1	2	2	02		611	6	11	200601100092	20060110009201	833.40337582594
10	06	01	05	830.16613044	09	1	17	5	1	2	2	01		407	4	7	200601100092	20060110009201	833.40337582594
10	01	01	05	809.79566054	01	2	78	3	1	2	2	11		305	3	5	200601100093	20060110009301	810.416881713895
10	02	01	05	809.79566054	03	1	43	4	1	2	2	01		407	4	7	200601100093	20060110009301	810.416881713895
10	01	01	05	568.4589618	01	1	28	1	1	2	2	02		305	3	5	200601100094	20060110009401	564.099452898866
10	02	01	05	568.4589618	02	2	26	1	2	2	2	07		100	1	0	200601100094	20060110009401	564.099452898866
10	03	01	05	568.4589618	03	1	7	5	2	1			1	300	3	0	200601100094	20060110009401	564.099452898866
10	04	01	05	568.4589618	03	1	5	5	2	1			1	200	2	0	200601100094	20060110009401	564.099452898866
10	05	01	05	568.4589618	03	1	3	5									200601100094	20060110009401	564.099452898866
10	06	01	05	568.4589618	03	2	2	5									200601100094	20060110009401	564.099452898866
10	07	01	05	568.4589618	06	1	80	3	2	2	2	11		100	1	0	200601100094	20060110009401	564.099452898866
10	08	01	05	568.4589618	08	2	20	5	1	2	2	01		408	4	8	200601100094	20060110009401	564.099452898866
10	01	01	05	681.78651579	01	1	47	2	1	2	2	02		611	6	11	200601100095	20060110009501	682.426600963707
10	02	01	05	681.78651579	02	2	40	2	1	2	2	02		305	3	5	200601100095	20060110009501	682.426600963707
10	03	01	05	681.78651579	03	1	19	5	1	2	2	02		611	6	11	200601100095	20060110009501	682.426600963707
10	04	01	05	681.78651579	03	2	14	5	1	1			1	408	4	8	200601100095	20060110009501	682.426600963707
10	05	01	05	681.78651579	03	1	7	5	1	1			1	301	3	1	200601100095	20060110009501	682.426600963707
10	01	01	05	820.76918004	01	1	26	1	1	2	2	02		611	6	11	200601100096	20060110009601	821.13891629667
10	02	01	05	820.76918004	02	2	28	1	1	2	2	02		611	6	11	200601100096	20060110009601	821.13891629667
10	01	01	05	695.990997	01	1	50	2	1	2	2	11		305	3	5	200601100097	20060110009701	695.643872271632
10	02	01	05	695.990997	02	2	48	2	1	2	2	11		305	3	5	200601100097	20060110009701	695.643872271632
10	03	01	05	695.990997	03	2	20	5	1	2	2	06		305	3	5	200601100097	20060110009701	695.643872271632
10	04	01	05	695.990997	05	2	4	5									200601100097	20060110009701	695.643872271632
10	01	01	05	844.95866554	01	2	82	3	1	2	2	11		305	3	5	200601100098	20060110009801	845.395737818504
10	02	01	05	844.95866554	03	1	68	4	1	2	2	11		305	3	5	200601100098	20060110009801	845.395737818504
10	03	01	05	844.95866554	03	1	45	5	1	2	2	01		305	3	5	200601100098	20060110009801	845.395737818504
10	01	01	05	688.25574666	01	1	36	2	1	2	2	01		611	6	11	200601100099	20060110009901	687.763540991129
10	02	01	05	688.25574666	02	2	30	2	1	2	2	02		611	6	11	200601100099	20060110009901	687.763540991129
10	03	01	05	688.25574666	03	2	12	5	1	1			1	406	4	6	200601100099	20060110009901	687.763540991129
10	04	01	05	688.25574666	03	1	5	5	2	1			1	301	3	1	200601100099	20060110009901	687.763540991129
10	01	01	05	766.53749997	01	1	35	2	1	2	2	02		611	6	11	200601100100	20060110010001	765.631157804212
10	02	01	05	766.53749997	02	2	27	2	1	2	2	07		503	5	3	200601100100	20060110010001	765.631157804212
10	03	01	05	766.53749997	03	1	7	5	1	1			1	301	3	1	200601100100	20060110010001	765.631157804212
10	01	01	05	638.80561944	01	2	52	4	1	2	2	01		305	3	5	200601100101	20060110010101	640.970573345142
10	02	01	05	638.80561944	03	2	24	5	1	2	2	02		409	4	9	200601100101	20060110010101	640.970573345142
10	03	01	05	638.80561944	03	1	18	5	1	2	2	02		305	3	5	200601100101	20060110010101	640.970573345142
10	04	01	05	638.80561944	06	2	84	5	1	2	2	11		303	3	3	200601100101	20060110010101	640.970573345142
10	01	01	05	796.60816246	01	1	38	2	1	2	2	01		611	6	11	200601100102	20060110010201	796.449828668828
10	02	01	05	796.60816246	02	2	34	2	1	2	2	01		611	6	11	200601100102	20060110010201	796.449828668828
10	03	01	05	796.60816246	03	2	13	5	1	1			1	406	4	6	200601100102	20060110010201	796.449828668828
10	04	01	05	796.60816246	03	2	0	5									200601100102	20060110010201	796.449828668828
10	05	01	05	796.60816246	08	1	38	2	1	2	2	01		611	6	11	200601100102	20060110010201	796.449828668828
10	01	01	05	766.53749997	01	1	34	2	1	2	2	01		302	3	2	200601100103	20060110010301	765.631157804212
10	02	01	05	766.53749997	02	2	34	2	1	2	2	07		305	3	5	200601100103	20060110010301	765.631157804212
10	03	01	05	766.53749997	03	1	8	5	1	1			1	302	3	2	200601100103	20060110010301	765.631157804212
10	01	01	05	726.60128746	01	2	62	2	1	2	2	11		302	3	2	200601100104	20060110010401	726.09076394725
10	02	01	05	726.60128746	02	1	73	2	1	2	2	11		302	3	2	200601100104	20060110010401	726.09076394725
10	03	01	05	726.60128746	03	2	30	5	1	2	2	02		611	6	11	200601100104	20060110010401	726.09076394725
10	04	01	05	726.60128746	03	2	35	4	1	2	2	02		611	6	11	200601100104	20060110010401	726.09076394725
10	05	01	05	726.60128746	05	2	5	5	2	1			2	200	2	0	200601100104	20060110010401	726.09076394725
10	01	01	05	713.6827837	01	2	35	5	1	2	2	01		611	6	11	200601100105	20060110010501	714.996019872052
10	02	01	05	713.6827837	08	1	22	5	1	1			1	502	5	2	200601100105	20060110010501	714.996019872052
10	01	01	05	767.80351943	01	1	41	2	1	2	2	02		305	3	5	200601100106	20060110010601	768.174549057293
10	02	01	05	767.80351943	02	2	39	2	1	2	2	02		305	3	5	200601100106	20060110010601	768.174549057293
10	03	01	05	767.80351943	03	1	13	5	1	1			1	408	4	8	200601100106	20060110010601	768.174549057293
10	04	01	05	767.80351943	03	2	10	5	1	1			1	304	3	4	200601100106	20060110010601	768.174549057293
10	01	01	05	635.40103039	01	2	37	4	1	2	2	01		406	4	6	200601100107	20060110010701	637.128403058969
10	02	01	05	635.40103039	03	2	16	5	1	1			1	409	4	9	200601100107	20060110010701	637.128403058969
10	03	01	05	635.40103039	03	1	13	5	1	2	2	06		406	4	6	200601100107	20060110010701	637.128403058969
10	01	01	05	696.24003332	01	2	65	3	2	2	2	11		100	1	0	200601100108	20060110010801	698.937045261855
10	02	01	05	696.24003332	03	1	24	5	1	2	2	01		611	6	11	200601100108	20060110010801	698.937045261855
10	03	01	05	696.24003332	03	1	16	5	1	2	2	02		305	3	5	200601100108	20060110010801	698.937045261855
10	01	01	05	740.93691103	01	1	70	4	1	2	2	11		301	3	1	200601100109	20060110010901	740.747611135134
10	01	01	05	763.2992308	01	2	67	4	2	2	2	11		100	1	0	200601100110	20060110011001	762.78945450194
10	02	01	05	763.2992308	03	1	39	4	1	1			2	407	4	7	200601100110	20060110011001	762.78945450194
10	03	01	05	763.2992308	05	2	7	5	1	1			2	302	3	2	200601100110	20060110011001	762.78945450194
10	01	01	05	807.83071829	01	1	46	2	1	2	2	01		302	3	2	200601100111	20060110011101	810.465036241827
10	02	01	05	807.83071829	02	2	44	2	1	2	2	02		407	4	7	200601100111	20060110011101	810.465036241827
10	03	01	05	807.83071829	03	1	20	5	1	2	2	01		611	6	11	200601100111	20060110011101	810.465036241827
10	04	01	05	807.83071829	03	1	17	5	1	1			1	610	6	10	200601100111	20060110011101	810.465036241827
10	01	01	05	760.0682691	01	1	33	2	1	2	2	01		611	6	11	200601100112	20060110011201	760.29421777679
10	02	01	05	760.0682691	02	2	29	2	1	2	2	11		505	5	5	200601100112	20060110011201	760.29421777679
10	03	01	05	760.0682691	03	1	12	5	1	1			1	400	4	0	200601100112	20060110011201	760.29421777679
10	04	01	05	760.0682691	03	1	5	5	2	1			1	200	2	0	200601100112	20060110011201	760.29421777679
10	01	01	05	809.79566054	01	2	67	3	1	2	2	11		303	3	3	200601100113	20060110011301	810.416881713895
10	02	01	05	809.79566054	11	1	44	5	1	2	2	06		100	1	0	200601100113	20060110011301	810.416881713895
10	01	01	05	740.93691103	01	1	69	4	2	2	2	11		100	1	0	200601100114	20060110011401	740.747611135134
10	01	01	05	766.53749997	01	1	37	2	1	2	2	02		303	3	3	200601100115	20060110011501	765.631157804212
10	02	01	05	766.53749997	02	2	33	2	1	2	2	07		305	3	5	200601100115	20060110011501	765.631157804212
10	03	01	05	766.53749997	03	1	9	5	1	1			1	302	3	2	200601100115	20060110011501	765.631157804212
10	01	01	05	775.93445038	01	1	40	2	1	2	2	01		304	3	4	200601100116	20060110011601	777.895617333482
10	02	01	05	775.93445038	02	2	33	2	1	2	2	07		305	3	5	200601100116	20060110011601	777.895617333482
10	03	01	05	775.93445038	03	1	17	5	1	1			1	610	6	10	200601100116	20060110011601	777.895617333482
10	04	01	05	775.93445038	03	2	15	5	1	1			1	409	4	9	200601100116	20060110011601	777.895617333482
10	05	01	05	775.93445038	03	1	12	5	1	1			1	406	4	6	200601100116	20060110011601	777.895617333482
10	06	01	05	775.93445038	03	1	9	5	1	1			1	303	3	3	200601100116	20060110011601	777.895617333482
10	07	01	05	775.93445038	08	1	47	4	1	2	2	01		611	6	11	200601100116	20060110011601	777.895617333482
10	01	01	05	760.0682691	01	1	39	2	1	2	2	02		611	6	11	200601100117	20060110011701	760.29421777679
10	02	01	05	760.0682691	02	2	36	2	1	2	2	02		409	4	9	200601100117	20060110011701	760.29421777679
10	03	01	05	760.0682691	03	1	14	5	1	1			1	408	4	8	200601100117	20060110011701	760.29421777679
