Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	02	01	50	138.99196797	03	1	17	5	1	1			1	409	4	9	200601104271	20060110427101	138.09139043728
10	01	02	50	138.99196797	01	2	45	4	2	2	2	02		100	1	0	200601104271	20060110427102	138.09139043728
10	02	02	50	138.99196797	03	2	21	5	1	2	2	02		611	6	11	200601104271	20060110427102	138.09139043728
10	03	02	50	138.99196797	03	2	16	5	1	1			1	409	4	9	200601104271	20060110427102	138.09139043728
10	01	01	50	121.15124895	01	2	76	2	1	2	2	07		303	3	3	200601104272	20060110427201	121.528543247142
10	02	01	50	121.15124895	02	1	78	2	2	2	2	11		100	1	0	200601104272	20060110427201	121.528543247142
10	03	01	50	121.15124895	03	1	42	4	1	2	2	06		303	3	3	200601104272	20060110427201	121.528543247142
10	01	01	50	299.40438311	01	2	23	5	1	2	2	01		611	6	11	200601104273	20060110427301	296.407567469838
10	01	02	50	299.40438311	01	1	23	1	2	2	2	01		100	1	0	200601104273	20060110427302	296.407567469838
10	02	02	50	299.40438311	02	2	18	1	1	2	2	07		304	3	4	200601104273	20060110427302	296.407567469838
10	03	02	50	299.40438311	03	2	3	5									200601104273	20060110427302	296.407567469838
10	04	02	50	299.40438311	03	2	1	5									200601104273	20060110427302	296.407567469838
10	01	03	50	299.40438311	01	2	20	4	1	2	2	01		303	3	3	200601104273	20060110427303	296.407567469838
10	02	03	50	299.40438311	03	1	2	5									200601104273	20060110427303	296.407567469838
10	03	03	50	299.40438311	03	2	0	5									200601104273	20060110427303	296.407567469838
10	01	04	50	299.40438311	01	1	20	1	2	2	2	06		100	1	0	200601104273	20060110427304	296.407567469838
10	02	04	50	299.40438311	02	2	18	1	1	2	2	07		409	4	9	200601104273	20060110427304	296.407567469838
10	03	04	50	299.40438311	03	2	0	5									200601104273	20060110427304	296.407567469838
10	01	05	50	299.40438311	01	2	30	4	1	2	2	01		304	3	4	200601104273	20060110427305	296.407567469838
10	02	05	50	299.40438311	03	2	16	5	1	2	2	02		305	3	5	200601104273	20060110427305	296.407567469838
10	03	05	50	299.40438311	03	1	14	5	1	1			1	304	3	4	200601104273	20060110427305	296.407567469838
10	04	05	50	299.40438311	03	1	11	5	1	1			1	303	3	3	200601104273	20060110427305	296.407567469838
10	01	06	50	299.40438311	01	1	23	1	1	2	2	01		407	4	7	200601104273	20060110427306	296.407567469838
10	02	06	50	299.40438311	02	2	25	1	2	2	2	06		100	1	0	200601104273	20060110427306	296.407567469838
10	03	06	50	299.40438311	03	1	6	5	2	1			1	300	3	0	200601104273	20060110427306	296.407567469838
10	01	07	50	299.40438311	01	1	40	1	1	2	2	01		610	6	10	200601104273	20060110427307	296.407567469838
10	02	07	50	299.40438311	02	2	17	1	2	2	2	07		100	1	0	200601104273	20060110427307	296.407567469838
10	01	08	50	299.40438311	01	2	35	4	1	2	2	01		305	3	5	200601104273	20060110427308	296.407567469838
10	02	08	50	299.40438311	03	1	21	5	1	2	2	01		305	3	5	200601104273	20060110427308	296.407567469838
10	03	08	50	299.40438311	03	2	16	5	1	2	2	06		303	3	3	200601104273	20060110427308	296.407567469838
10	04	08	50	299.40438311	03	2	14	5	1	2	2	02		302	3	2	200601104273	20060110427308	296.407567469838
10	05	08	50	299.40438311	03	2	13	5	1	2	2	02		302	3	2	200601104273	20060110427308	296.407567469838
10	06	08	50	299.40438311	03	2	8	5	1	1			1	302	3	2	200601104273	20060110427308	296.407567469838
10	07	08	50	299.40438311	03	1	2	5									200601104273	20060110427308	296.407567469838
10	01	09	50	299.40438311	01	2	36	1	1	2	2	01		302	3	2	200601104273	20060110427309	296.407567469838
10	02	09	50	299.40438311	03	2	16	5	1	2	2	02		406	4	6	200601104273	20060110427309	296.407567469838
10	03	09	50	299.40438311	03	2	15	5	1	2	2	02		304	3	4	200601104273	20060110427309	296.407567469838
10	04	09	50	299.40438311	05	1	1	5									200601104273	20060110427309	296.407567469838
10	05	09	50	299.40438311	03	2	8	5	1	1			1	302	3	2	200601104273	20060110427309	296.407567469838
10	06	09	50	299.40438311	03	1	1	5									200601104273	20060110427309	296.407567469838
10	01	01	50	156.26517324	01	2	26	5	1	2	2	07		303	3	3	200601104274	20060110427401	156.59606733649
10	01	02	50	156.26517324	01	1	35	1	1	2	2	01		406	4	6	200601104274	20060110427402	156.59606733649
10	02	02	50	156.26517324	02	2	30	1	1	2	2	07		611	6	11	200601104274	20060110427402	156.59606733649
10	03	02	50	156.26517324	03	1	10	5	1	1			1	303	3	3	200601104274	20060110427402	156.59606733649
10	01	01	50	172.30680221	01	1	40	1	1	2	2	01		302	3	2	200601104275	20060110427501	172.715616696242
10	02	01	50	172.30680221	02	2	35	1	1	2	2	07		303	3	3	200601104275	20060110427501	172.715616696242
10	03	01	50	172.30680221	03	2	14	5	1	1			1	407	4	7	200601104275	20060110427501	172.715616696242
10	04	01	50	172.30680221	03	2	12	5	1	1			1	400	4	0	200601104275	20060110427501	172.715616696242
10	05	01	50	172.30680221	03	2	10	5	1	1			1	303	3	3	200601104275	20060110427501	172.715616696242
10	06	01	50	172.30680221	03	2	3	5									200601104275	20060110427501	172.715616696242
10	07	01	50	172.30680221	03	2	0	5									200601104275	20060110427501	172.715616696242
10	08	01	50	172.30680221	03	2	17	4	1	2	2	01		408	4	8	200601104275	20060110427501	172.715616696242
10	09	01	50	172.30680221	05	1	0	5									200601104275	20060110427501	172.715616696242
10	01	02	50	172.30680221	01	1	34	1	1	2	2	01		305	3	5	200601104275	20060110427502	172.715616696242
10	02	02	50	172.30680221	02	2	21	1	1	2	2	02		305	3	5	200601104275	20060110427502	172.715616696242
10	03	02	50	172.30680221	03	2	5	5	2	1			1	200	2	0	200601104275	20060110427502	172.715616696242
10	04	02	50	172.30680221	03	1	3	5									200601104275	20060110427502	172.715616696242
10	01	03	50	172.30680221	01	1	49	1	1	2	2	01		301	3	1	200601104275	20060110427503	172.715616696242
10	02	03	50	172.30680221	02	2	35	1	1	2	2	02		303	3	3	200601104275	20060110427503	172.715616696242
10	03	03	50	172.30680221	03	2	13	5	1	1			1	407	4	7	200601104275	20060110427503	172.715616696242
10	04	03	50	172.30680221	03	2	3	5									200601104275	20060110427503	172.715616696242
10	01	04	50	172.30680221	01	2	60	4	2	2	2	01		100	1	0	200601104275	20060110427504	172.715616696242
10	01	05	50	172.30680221	01	1	43	1	1	2	2	01		304	3	4	200601104275	20060110427505	172.715616696242
10	02	05	50	172.30680221	02	2	27	1	1	2	2	07		406	4	6	200601104275	20060110427505	172.715616696242
10	03	05	50	172.30680221	03	2	11	5	1	1			1	302	3	2	200601104275	20060110427505	172.715616696242
10	04	05	50	172.30680221	03	2	9	5	1	1			1	301	3	1	200601104275	20060110427505	172.715616696242
10	01	06	50	172.30680221	01	2	18	5	1	2	2	01		304	3	4	200601104275	20060110427506	172.715616696242
10	02	06	50	172.30680221	03	2	1	5									200601104275	20060110427506	172.715616696242
10	01	07	50	172.30680221	01	2	32	4	1	2	2	01		408	4	8	200601104275	20060110427507	172.715616696242
10	02	07	50	172.30680221	03	1	15	5	1	1			1	407	4	7	200601104275	20060110427507	172.715616696242
10	03	07	50	172.30680221	03	1	13	5	1	1			1	400	4	0	200601104275	20060110427507	172.715616696242
10	04	07	50	172.30680221	03	1	11	5	1	1			1	303	3	3	200601104275	20060110427507	172.715616696242
10	05	07	50	172.30680221	03	1	8	5	1	1			1	301	3	1	200601104275	20060110427507	172.715616696242
10	01	01	50	214.4292279	01	1	28	1	1	2	2	01		305	3	5	200601104276	20060110427601	216.316629824638
10	02	01	50	214.4292279	02	2	30	1	1	2	2	01		302	3	2	200601104276	20060110427601	216.316629824638
10	03	01	50	214.4292279	03	2	9	5	1	1			1	303	3	3	200601104276	20060110427601	216.316629824638
10	04	01	50	214.4292279	03	2	8	5	1	1			1	303	3	3	200601104276	20060110427601	216.316629824638
10	05	01	50	214.4292279	03	1	5	5	2	2	2	02		100	1	0	200601104276	20060110427601	216.316629824638
10	06	01	50	214.4292279	03	2	0	5									200601104276	20060110427601	216.316629824638
10	01	02	50	214.4292279	01	1	17	5	1	2	2	01		304	3	4	200601104276	20060110427602	216.316629824638
10	01	03	50	214.4292279	01	1	25	1	1	2	2	01		408	4	8	200601104276	20060110427603	216.316629824638
10	02	03	50	214.4292279	02	2	17	1	1	2	2	07		406	4	6	200601104276	20060110427603	216.316629824638
10	03	03	50	214.4292279	03	1	2	5									200601104276	20060110427603	216.316629824638
10	04	03	50	214.4292279	03	1	0	5									200601104276	20060110427603	216.316629824638
10	01	04	50	214.4292279	01	2	41	4	1	2	2	11		303	3	3	200601104276	20060110427604	216.316629824638
10	02	04	50	214.4292279	03	1	16	5	1	2	2	02		303	3	3	200601104276	20060110427604	216.316629824638
10	01	05	50	214.4292279	01	2	25	4	1	2	2	01		406	4	6	200601104276	20060110427605	216.316629824638
10	02	05	50	214.4292279	03	1	8	5	2	1			1	300	3	0	200601104276	20060110427605	216.316629824638
10	03	05	50	214.4292279	03	2	3	5									200601104276	20060110427605	216.316629824638
10	01	06	50	214.4292279	01	1	48	1	1	2	2	01		302	3	2	200601104276	20060110427606	216.316629824638
10	02	06	50	214.4292279	02	2	42	1	1	2	2	02		302	3	2	200601104276	20060110427606	216.316629824638
10	03	06	50	214.4292279	03	2	10	5	1	1			1	304	3	4	200601104276	20060110427606	216.316629824638
10	04	06	50	214.4292279	03	2	7	5	1	1			1	301	3	1	200601104276	20060110427606	216.316629824638
10	01	01	50	131.85404674	01	1	38	4	1	2	2	01		406	4	6	200601104277	20060110427701	130.89075561091
10	02	01	50	131.85404674	03	1	14	5	1	1			1	304	3	4	200601104277	20060110427701	130.89075561091
10	03	01	50	131.85404674	03	1	12	5	1	1			1	303	3	3	200601104277	20060110427701	130.89075561091
10	04	01	50	131.85404674	03	2	7	5	1	1			1	302	3	2	200601104277	20060110427701	130.89075561091
10	01	02	50	131.85404674	01	2	59	3	1	2	2	07		302	3	2	200601104277	20060110427702	130.89075561091
10	01	03	50	131.85404674	01	1	44	4	1	2	2	01		407	4	7	200601104277	20060110427703	130.89075561091
10	02	03	50	131.85404674	03	2	14	5	1	1			1	304	3	4	200601104277	20060110427703	130.89075561091
10	03	03	50	131.85404674	03	2	12	5	1	1			1	304	3	4	200601104277	20060110427703	130.89075561091
10	04	03	50	131.85404674	03	2	8	5	1	1			1	302	3	2	200601104277	20060110427703	130.89075561091
10	01	04	50	131.85404674	01	1	23	1	1	2	2	01		305	3	5	200601104277	20060110427704	130.89075561091
10	02	04	50	131.85404674	02	2	22	1	1	2	2	06		408	4	8	200601104277	20060110427704	130.89075561091
10	03	04	50	131.85404674	03	2	2	5									200601104277	20060110427704	130.89075561091
10	01	05	50	131.85404674	01	2	55	4	2	2	2	02		100	1	0	200601104277	20060110427705	130.89075561091
10	01	01	50	128.27159432	01	1	24	1	1	2	2	01		409	4	9	200601104278	20060110427801	127.565165163846
10	02	01	50	128.27159432	02	2	17	1	1	2	2	07		407	4	7	200601104278	20060110427801	127.565165163846
10	01	02	50	128.27159432	01	1	70	1	1	2	2	11		305	3	5	200601104278	20060110427802	127.565165163846
10	02	02	50	128.27159432	02	2	55	1	1	2	2	11		305	3	5	200601104278	20060110427802	127.565165163846
10	01	03	50	128.27159432	01	2	42	4	1	2	2	01		999	9	99	200601104278	20060110427803	127.565165163846
10	02	03	50	128.27159432	03	2	18	5	1	2	2	07		406	4	6	200601104278	20060110427803	127.565165163846
10	03	03	50	128.27159432	03	1	13	5	1	2	2	02		303	3	3	200601104278	20060110427803	127.565165163846
10	04	03	50	128.27159432	03	2	16	4	1	2	2	01		303	3	3	200601104278	20060110427803	127.565165163846
10	05	03	50	128.27159432	05	2	0	5									200601104278	20060110427803	127.565165163846
10	01	04	50	128.27159432	01	1	32	1	1	2	2	01		408	4	8	200601104278	20060110427804	127.565165163846
10	02	04	50	128.27159432	02	2	32	1	1	2	2	02		305	3	5	200601104278	20060110427804	127.565165163846
10	03	04	50	128.27159432	03	1	11	5	1	1			1	400	4	0	200601104278	20060110427804	127.565165163846
10	04	04	50	128.27159432	03	2	8	5	1	1			1	301	3	1	200601104278	20060110427804	127.565165163846
10	05	04	50	128.27159432	03	2	4	5									200601104278	20060110427804	127.565165163846
10	01	05	50	128.27159432	01	1	32	1	1	2	2	01		406	4	6	200601104278	20060110427805	127.565165163846
10	02	05	50	128.27159432	02	2	18	1	1	2	2	02		610	6	10	200601104278	20060110427805	127.565165163846
10	01	01	50	93.962057313	01	2	40	1	1	2	2	07		304	3	4	200601104279	20060110427901	92.3394901835466
10	02	01	50	93.962057313	02	1	66	1	2	2	2	11		100	1	0	200601104279	20060110427901	92.3394901835466
10	03	01	50	93.962057313	03	1	14	5	1	1			1	406	4	6	200601104279	20060110427901	92.3394901835466
10	01	02	50	93.962057313	01	1	45	1	1	2	2	01		406	4	6	200601104279	20060110427902	92.3394901835466
10	02	02	50	93.962057313	02	2	40	1	1	2	2	01		406	4	6	200601104279	20060110427902	92.3394901835466
10	03	02	50	93.962057313	03	2	15	5	1	1			1	408	4	8	200601104279	20060110427902	92.3394901835466
10	04	02	50	93.962057313	03	2	13	5	1	1			1	407	4	7	200601104279	20060110427902	92.3394901835466
10	05	02	50	93.962057313	03	2	9	5	1	1			1	304	3	4	200601104279	20060110427902	92.3394901835466
10	06	02	50	93.962057313	03	2	20	4	1	1			1	409	4	9	200601104279	20060110427902	92.3394901835466
10	07	02	50	93.962057313	05	2	0	5									200601104279	20060110427902	92.3394901835466
10	01	03	50	93.962057313	01	2	46	4	1	2	2	02		305	3	5	200601104279	20060110427903	92.3394901835466
10	02	03	50	93.962057313	03	2	27	5	1	2	2	02		610	6	10	200601104279	20060110427903	92.3394901835466
10	03	03	50	93.962057313	05	2	7	5	2	1			1	300	3	0	200601104279	20060110427903	92.3394901835466
10	04	03	50	93.962057313	03	2	13	5	1	1			1	406	4	6	200601104279	20060110427903	92.3394901835466
10	05	03	50	93.962057313	11	1	14	5	1	1			1	304	3	4	200601104279	20060110427903	92.3394901835466
10	01	01	50	152.07465581	01	2	48	4	1	2	2	02		303	3	3	200601104280	20060110428001	152.26845917783
10	02	01	50	152.07465581	03	1	27	5	1	2	2	01		303	3	3	200601104280	20060110428001	152.26845917783
10	03	01	50	152.07465581	03	1	16	5	1	1			1	407	4	7	200601104280	20060110428001	152.26845917783
10	01	01	50	165.83600831	01	2	52	4	1	2	2	11		408	4	8	200601104281	20060110428101	166.731055310047
10	02	01	50	165.83600831	03	1	33	5	1	2	2	11		503	5	3	200601104281	20060110428101	166.731055310047
10	03	01	50	165.83600831	03	1	26	5	1	1			1	500	5	0	200601104281	20060110428101	166.731055310047
10	04	01	50	165.83600831	03	1	21	5	1	1			1	500	5	0	200601104281	20060110428101	166.731055310047
10	01	01	50	146.01488239	01	1	38	1	1	2	2	01		611	6	11	200601104282	20060110428201	146.815474815544
10	02	01	50	146.01488239	02	2	33	1	1	2	2	01		611	6	11	200601104282	20060110428201	146.815474815544
10	03	01	50	146.01488239	03	1	12	5	1	1			1	406	4	6	200601104282	20060110428201	146.815474815544
10	04	01	50	146.01488239	03	2	10	5	1	1			1	400	4	0	200601104282	20060110428201	146.815474815544
10	05	01	50	146.01488239	03	2	7	5	1	1			1	301	3	1	200601104282	20060110428201	146.815474815544
10	06	01	50	146.01488239	06	1	62	4	1	2	2	11		305	3	5	200601104282	20060110428201	146.815474815544
10	01	01	50	174.94810588	01	1	37	1	1	2	1	02		611	6	11	200601104283	20060110428301	175.911866184853
10	02	01	50	174.94810588	02	2	29	1	1	2	2	02		611	6	11	200601104283	20060110428301	175.911866184853
10	03	01	50	174.94810588	03	1	5	5	2	1			1	300	3	0	200601104283	20060110428301	175.911866184853
10	01	02	50	174.94810588	01	1	66	4	1	2	2	02		305	3	5	200601104283	20060110428302	175.911866184853
10	01	01	50	150.24272203	01	2	58	4	1	2	2	11		305	3	5	200601104284	20060110428401	149.697298795019
10	01	01	50	127.39237423	01	2	57	3	1	2	2	07		611	6	11	200601104285	20060110428501	125.86643253522
10	02	01	50	127.39237423	03	2	14	5	1	1			2	408	4	8	200601104285	20060110428501	125.86643253522
10	03	01	50	127.39237423	06	2	74	3	1	2	2	11		305	3	5	200601104285	20060110428501	125.86643253522
10	01	01	50	144.19473374	01	1	55	1	1	2	2	01		305	3	5	200601104286	20060110428601	144.192987529559
10	02	01	50	144.19473374	02	2	32	1	1	2	2	01		406	4	6	200601104286	20060110428601	144.192987529559
10	01	01	50	166.38303458	01	1	48	2	1	2	2	01		611	6	11	200601104287	20060110428701	166.187773439734
10	02	01	50	166.38303458	02	2	44	2	1	2	2	02		611	6	11	200601104287	20060110428701	166.187773439734
10	03	01	50	166.38303458	03	2	15	5	1	1			1	409	4	9	200601104287	20060110428701	166.187773439734
10	04	01	50	166.38303458	03	1	12	5	1	1			1	400	4	0	200601104287	20060110428701	166.187773439734
10	01	01	50	137.74802673	01	1	65	2	1	2	2	11		302	3	2	200601104288	20060110428801	137.487532054364
10	02	01	50	137.74802673	02	2	57	2	1	2	2	07		301	3	1	200601104288	20060110428801	137.487532054364
10	01	01	50	137.84947575	01	1	64	1	1	2	2	01		302	3	2	200601104289	20060110428901	137.455101500537
10	02	01	50	137.84947575	02	2	65	1	2	2	2	01		100	1	0	200601104289	20060110428901	137.455101500537
10	03	01	50	137.84947575	05	1	23	5	1	2	2	02		610	6	10	200601104289	20060110428901	137.455101500537
10	01	01	50	149.74488086	01	1	46	2	1	2	2	02		507	5	7	200601104290	20060110429001	149.569145664906
10	02	01	50	149.74488086	02	2	43	2	1	2	2	02		611	6	11	200601104290	20060110429001	149.569145664906
10	03	01	50	149.74488086	03	1	23	5	1	1			2	505	5	5	200601104290	20060110429001	149.569145664906
10	04	01	50	149.74488086	03	2	18	5	1	1			2	501	5	1	200601104290	20060110429001	149.569145664906
10	01	01	50	152.07465581	01	1	35	1	1	2	2	01		505	5	5	200601104291	20060110429101	152.26845917783
10	02	01	50	152.07465581	02	2	25	1	1	2	2	07		611	6	11	200601104291	20060110429101	152.26845917783
10	03	01	50	152.07465581	03	1	17	5	1	2	2	02		611	6	11	200601104291	20060110429101	152.26845917783
10	01	01	50	124.13119198	01	1	77	3	1	2	2	11		305	3	5	200601104292	20060110429201	125.353099869044
10	02	01	50	124.13119198	03	2	42	5	1	2	2	02		611	6	11	200601104292	20060110429201	125.353099869044
10	03	01	50	124.13119198	05	1	31	5	1	2	2	01		611	6	11	200601104292	20060110429201	125.353099869044
10	04	01	50	124.13119198	05	1	29	5	2	2	2	11		100	1	0	200601104292	20060110429201	125.353099869044
10	01	01	50	115.74734696	01	2	62	3	1	2	2	02		505	5	5	200601104293	20060110429301	114.742019196996
10	02	01	50	115.74734696	03	2	26	5	1	2	2	02		505	5	5	200601104293	20060110429301	114.742019196996
10	03	01	50	115.74734696	05	2	6	5	1	1			2	302	3	2	200601104293	20060110429301	114.742019196996
10	04	01	50	115.74734696	09	2	22	5	1	1			2	504	5	4	200601104293	20060110429301	114.742019196996
10	01	01	50	121.64357308	01	1	77	2	1	2	2	11		611	6	11	200601104294	20060110429401	121.039589074906
10	02	01	50	121.64357308	02	2	67	2	1	2	2	11		611	6	11	200601104294	20060110429401	121.039589074906
10	03	01	50	121.64357308	12	2	18	5	1	2	2	06		408	4	8	200601104294	20060110429401	121.039589074906
10	01	01	50	168.69868976	01	1	32	2	1	2	2	01		611	6	11	200601104295	20060110429501	169.309638942596
10	02	01	50	168.69868976	02	2	30	2	1	2	2	11		505	5	5	200601104295	20060110429501	169.309638942596
10	03	01	50	168.69868976	03	1	1	5									200601104295	20060110429501	169.309638942596
10	01	01	50	166.36891482	01	1	48	2	1	2	2	01		408	4	8	200601104296	20060110429601	166.610325429672
10	02	01	50	166.36891482	02	2	50	2	1	2	2	01		505	5	5	200601104296	20060110429601	166.610325429672
10	03	01	50	166.36891482	03	2	21	5	1	1			2	501	5	1	200601104296	20060110429601	166.610325429672
10	04	01	50	166.36891482	05	1	1	5									200601104296	20060110429601	166.610325429672
10	01	01	50	175.73788749	01	1	50	4	1	2	2	01		305	3	5	200601104297	20060110429701	176.477308069207
10	01	01	50	151.40505442	01	1	70	1	1	2	2	11		305	3	5	200601104298	20060110429801	151.40322088822
10	02	01	50	151.40505442	02	2	50	1	1	2	2	07		408	4	8	200601104298	20060110429801	151.40322088822
10	01	01	50	161.23207676	01	1	36	5	1	2	2	01		505	5	5	200601104299	20060110429901	161.644765483512
10	02	01	50	161.23207676	02	2	28	5	1	2	2	01		408	4	8	200601104299	20060110429901	161.644765483512
10	01	01	50	144.63598594	01	1	59	1	1	2	2	11		408	4	8	200601104300	20060110430001	144.362465482144
10	02	01	50	144.63598594	02	2	60	1	1	2	2	11		408	4	8	200601104300	20060110430001	144.362465482144
10	01	01	50	164.87583781	01	1	56	1	1	2	2	11		505	5	5	200601104301	20060110430101	164.256290577584
10	02	01	50	164.87583781	02	2	47	1	1	2	2	11		505	5	5	200601104301	20060110430101	164.256290577584
10	03	01	50	164.87583781	03	1	17	5	1	1			2	610	6	10	200601104301	20060110430101	164.256290577584
10	04	01	50	164.87583781	03	2	16	5	1	1			2	500	5	0	200601104301	20060110430101	164.256290577584
10	01	01	50	141.34352761	01	1	75	2	1	2	2	11		302	3	2	200601104302	20060110430201	141.783705550143
10	02	01	50	141.34352761	02	2	63	2	1	2	2	07		100	1	0	200601104302	20060110430201	141.783705550143
10	03	01	50	141.34352761	03	1	47	4	1	2	2	06		406	4	6	200601104302	20060110430201	141.783705550143
10	01	01	50	150.9651303	01	1	53	1	1	2	2	01		503	5	3	200601104303	20060110430301	150.947567665836
10	02	01	50	150.9651303	02	2	50	1	1	2	2	01		503	5	3	200601104303	20060110430301	150.947567665836
10	03	01	50	150.9651303	03	2	18	5	1	1			1	501	5	1	200601104303	20060110430301	150.947567665836
10	01	01	50	187.44280118	01	2	32	2	1	2	2	01		611	6	11	200601104304	20060110430401	188.121632925508
10	02	01	50	187.44280118	02	1	49	2	1	2	2	01		505	5	5	200601104304	20060110430401	188.121632925508
10	03	01	50	187.44280118	03	1	6	5	2	1			1	300	3	0	200601104304	20060110430401	188.121632925508
10	01	01	50	167.36877109	01	1	35	5	1	2	2	11		505	5	5	200601104305	20060110430501	168.072978450442
10	01	01	50	143.09167342	01	1	45	1	1	2	2	06		611	6	11	200601104306	20060110430601	143.785035782302
10	02	01	50	143.09167342	02	2	30	1	1	2	2	02		305	3	5	200601104306	20060110430601	143.785035782302
10	03	01	50	143.09167342	03	2	9	5	1	1			1	304	3	4	200601104306	20060110430601	143.785035782302
10	04	01	50	143.09167342	03	2	5	5	1	1			1	300	3	0	200601104306	20060110430601	143.785035782302
10	01	01	50	154.31804172	01	1	30	2	1	2	2	01		611	6	11	200601104307	20060110430701	154.911978092217
10	02	01	50	154.31804172	02	2	22	2	1	2	2	07		409	4	9	200601104307	20060110430701	154.911978092217
10	03	01	50	154.31804172	03	2	5	5	2	1			1	300	3	0	200601104307	20060110430701	154.911978092217
10	04	01	50	154.31804172	03	2	1	5									200601104307	20060110430701	154.911978092217
10	01	01	50	198.48148802	01	2	71	3	1	2	2	11		611	6	11	200601104308	20060110430801	198.465597688035
10	02	01	50	198.48148802	03	1	29	1	1	2	2	01		611	6	11	200601104308	20060110430801	198.465597688035
10	03	01	50	198.48148802	04	2	43	1	1	2	2	02		304	3	4	200601104308	20060110430801	198.465597688035
10	04	01	50	198.48148802	05	2	18	5	1	1			1	500	5	0	200601104308	20060110430801	198.465597688035
10	05	01	50	198.48148802	05	1	11	5	1	1			1	400	4	0	200601104308	20060110430801	198.465597688035
10	06	01	50	198.48148802	05	1	1	5									200601104308	20060110430801	198.465597688035
10	01	01	50	151.45838249	01	2	26	1	1	2	2	02		407	4	7	200601104309	20060110430901	151.321871209774
10	02	01	50	151.45838249	03	2	8	5	1	1			1	302	3	2	200601104309	20060110430901	151.321871209774
10	01	01	50	159.54908828	01	1	28	1	1	2	2	01		409	4	9	200601104310	20060110431001	159.992861152657
10	02	01	50	159.54908828	02	2	19	1	1	2	2	07		610	6	10	200601104310	20060110431001	159.992861152657
10	03	01	50	159.54908828	03	2	3	5									200601104310	20060110431001	159.992861152657
10	01	01	50	153.55376654	01	1	40	1	1	2	2	01		305	3	5	200601104311	20060110431101	153.946801903182
10	02	01	50	153.55376654	02	2	25	1	1	2	2	02		501	5	1	200601104311	20060110431101	153.946801903182
10	01	01	50	230.81971936	01	1	31	1	1	2	2	01		611	6	11	200601104312	20060110431201	232.939446046634
10	02	01	50	230.81971936	02	2	29	1	1	2	2	07		408	4	8	200601104312	20060110431201	232.939446046634
10	03	01	50	230.81971936	03	1	6	5	1	1			1	301	3	1	200601104312	20060110431201	232.939446046634
10	04	01	50	230.81971936	03	1	4	5									200601104312	20060110431201	232.939446046634
10	05	01	50	230.81971936	03	2	2	5									200601104312	20060110431201	232.939446046634
10	06	01	50	230.81971936	03	2	0	5									200601104312	20060110431201	232.939446046634
10	01	02	50	230.81971936	01	1	28	1	1	2	2	01		611	6	11	200601104312	20060110431202	232.939446046634
10	02	02	50	230.81971936	02	2	34	1	1	2	2	01		611	6	11	200601104312	20060110431202	232.939446046634
10	03	02	50	230.81971936	03	1	11	5	1	1			1	406	4	6	200601104312	20060110431202	232.939446046634
10	04	02	50	230.81971936	03	2	8	5	1	1			1	302	3	2	200601104312	20060110431202	232.939446046634
10	05	02	50	230.81971936	03	1	3	5									200601104312	20060110431202	232.939446046634
10	01	01	50	124.62351612	01	1	38	2	1	2	2	01		611	6	11	200601104313	20060110431301	124.864145696809
10	02	01	50	124.62351612	02	2	40	2	1	2	2	01		611	6	11	200601104313	20060110431301	124.864145696809
10	03	01	50	124.62351612	03	2	13	5	1	1			1	408	4	8	200601104313	20060110431301	124.864145696809
10	04	01	50	124.62351612	06	1	72	4	1	2	2	11		305	3	5	200601104313	20060110431301	124.864145696809
10	01	01	50	138.19852809	01	1	40	1	2	2	2	06		100	1	0	200601104314	20060110431401	138.552260265124
10	02	01	50	138.19852809	02	2	42	1	1	2	2	01		305	3	5	200601104314	20060110431401	138.552260265124
10	01	01	50	140.41210211	01	1	69	2	1	2	2	11		303	3	3	200601104315	20060110431501	141.595717709719
10	02	01	50	140.41210211	02	2	69	2	1	2	2	02		303	3	3	200601104315	20060110431501	141.595717709719
10	03	01	50	140.41210211	03	1	33	5	1	2	2	11		505	5	5	200601104315	20060110431501	141.595717709719
10	04	01	50	140.41210211	03	2	44	4	1	2	2	02		611	6	11	200601104315	20060110431501	141.595717709719
10	05	01	50	140.41210211	05	1	11	5	1	1			1	400	4	0	200601104315	20060110431501	141.595717709719
10	06	01	50	140.41210211	03	1	38	4	1	2	2	11		505	5	5	200601104315	20060110431501	141.595717709719
10	07	01	50	140.41210211	05	1	18	5	1	2	2	11		611	6	11	200601104315	20060110431501	141.595717709719
10	01	02	50	140.41210211	01	1	33	2	1	2	2	01		302	3	2	200601104315	20060110431502	141.595717709719
10	02	02	50	140.41210211	02	2	24	2	1	2	2	07		611	6	11	200601104315	20060110431502	141.595717709719
10	03	02	50	140.41210211	03	2	3	5									200601104315	20060110431502	141.595717709719
10	01	01	50	222.24316028	01	1	36	2	1	2	2	01		611	6	11	200601104316	20060110431601	222.926616118287
10	02	01	50	222.24316028	02	2	32	2	1	2	2	07		611	6	11	200601104316	20060110431601	222.926616118287
10	03	01	50	222.24316028	03	1	13	5	1	1			1	407	4	7	200601104316	20060110431601	222.926616118287
10	04	01	50	222.24316028	03	1	12	5	1	1			1	304	3	4	200601104316	20060110431601	222.926616118287
10	05	01	50	222.24316028	03	1	9	5	1	1			1	304	3	4	200601104316	20060110431601	222.926616118287
