Reg	Orden	Hogar	Area	Fex_c	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	Llave_viv	Llave_hog	Fex_c_2011
50	01	01	05	635.40103039	1	1												200601100107	20060110010701	637.128403058969
50	02	01	05	635.40103039	1	3	2	2	2	2	2							200601100107	20060110010701	637.128403058969
50	03	01	05	635.40103039	1	5	2	2	2	2	2							200601100107	20060110010701	637.128403058969
50	01	01	05	696.24003332	1	4	2	2	2	2	1	11						200601100108	20060110010801	698.937045261855
50	02	01	05	696.24003332	1	1												200601100108	20060110010801	698.937045261855
50	03	01	05	696.24003332	1	5	1											200601100108	20060110010801	698.937045261855
50	01	01	05	740.93691103	1	5	2	2	2	2	2							200601100109	20060110010901	740.747611135134
50	01	01	05	763.2992308	1	4	2	2	2	2	2							200601100110	20060110011001	762.78945450194
50	02	01	05	763.2992308	1	1												200601100110	20060110011001	762.78945450194
50	01	01	05	807.83071829	2	1												200601100111	20060110011101	810.465036241827
50	02	01	05	807.83071829	2	4	2	2	2	2	2							200601100111	20060110011101	810.465036241827
50	03	01	05	807.83071829	2	1												200601100111	20060110011101	810.465036241827
50	04	01	05	807.83071829	2	3	2	2	2	2	2							200601100111	20060110011101	810.465036241827
50	01	01	05	760.0682691	1	1												200601100112	20060110011201	760.29421777679
50	02	01	05	760.0682691	1	1												200601100112	20060110011201	760.29421777679
50	03	01	05	760.0682691	1	3	2	2	2	2	2							200601100112	20060110011201	760.29421777679
50	01	01	05	809.79566054	1	5	1											200601100113	20060110011301	810.416881713895
50	02	01	05	809.79566054	1	1												200601100113	20060110011301	810.416881713895
50	01	01	05	740.93691103	1	5	2	2	2	2	2							200601100114	20060110011401	740.747611135134
50	01	01	05	766.53749997	1	1												200601100115	20060110011501	765.631157804212
50	02	01	05	766.53749997	1	1												200601100115	20060110011501	765.631157804212
50	01	01	05	775.93445038	2	1												200601100116	20060110011601	777.895617333482
50	02	01	05	775.93445038	2	1												200601100116	20060110011601	777.895617333482
50	03	01	05	775.93445038	2	3	2	2	2	2	2							200601100116	20060110011601	777.895617333482
50	04	01	05	775.93445038	2	3	2	2	2	2	1	11						200601100116	20060110011601	777.895617333482
50	05	01	05	775.93445038	2	3	2	2	2	2	1	11						200601100116	20060110011601	777.895617333482
50	07	01	05	775.93445038	2	1												200601100116	20060110011601	777.895617333482
50	01	01	05	760.0682691	2	1												200601100117	20060110011701	760.29421777679
50	02	01	05	760.0682691	2	4	2	2	2	1							1	200601100117	20060110011701	760.29421777679
50	03	01	05	760.0682691	2	3	2	2	2	2	2							200601100117	20060110011701	760.29421777679
50	01	01	05	838.48943467	1	5	2	2	2	1							1	200601100118	20060110011801	840.058797791082
50	02	01	05	838.48943467	1	4	2	2	2	2	2							200601100118	20060110011801	840.058797791082
50	03	01	05	838.48943467	1	1												200601100118	20060110011801	840.058797791082
50	04	01	05	838.48943467	1	3	2	2	2	2	2							200601100118	20060110011801	840.058797791082
50	01	01	05	806.39107149	1	5	2	2	2	2	2							200601100119	20060110011901	806.574711427722
50	01	01	05	627.38120837	2	1												200601100120	20060110012001	625.571908910224
50	02	01	05	627.38120837	2	4	2	2	2	2	2							200601100120	20060110012001	625.571908910224
50	01	01	05	734.64123206	2	1												200601100121	20060110012101	733.061738895868
50	02	01	05	734.64123206	2	4	2	2	2	2	2							200601100121	20060110012101	733.061738895868
50	03	01	05	734.64123206	2	3	2	2	2	2	1	14						200601100121	20060110012101	733.061738895868
50	04	01	05	734.64123206	2	4	2	2	2	2	2							200601100121	20060110012101	733.061738895868
50	01	01	05	688.25574666	2	1												200601100122	20060110012201	687.763540991129
50	02	01	05	688.25574666	2	4	2	2	2	2	2							200601100122	20060110012201	687.763540991129
50	03	01	05	688.25574666	2	3	2	2	2	2	2							200601100122	20060110012201	687.763540991129
50	01	01	05	635.29008605	2	1												200601100123	20060110012301	634.799173751752
50	02	01	05	635.29008605	2	4	2	2	2	2	2							200601100123	20060110012301	634.799173751752
50	03	01	05	635.29008605	2	5	2	2	2	2	2							200601100123	20060110012301	634.799173751752
50	04	01	05	635.29008605	2	5	2	2	2	1							1	200601100123	20060110012301	634.799173751752
50	01	01	05	473.79838229	2	1												200601100124	20060110012401	471.80158527365
50	02	01	05	473.79838229	2	4	2	2	2	2	2							200601100124	20060110012401	471.80158527365
50	01	01	05	744.34150008	2	5	2	2	2	2	2							200601100125	20060110012501	744.589781421308
50	02	01	05	744.34150008	2	4	2	2	2	2	2							200601100125	20060110012501	744.589781421308
50	01	01	05	774.2727503	2	1												200601100126	20060110012601	773.511489084715
50	02	01	05	774.2727503	2	4	2	2	2	1							1	200601100126	20060110012601	773.511489084715
50	01	01	05	813.20024959	2	1												200601100127	20060110012701	814.259052000068
50	02	01	05	813.20024959	2	4	2	2	2	2	2							200601100127	20060110012701	814.259052000068
50	03	01	05	813.20024959	2	6												200601100127	20060110012701	814.259052000068
50	01	01	05	700.74432195	1	1												200601100128	20060110012801	704.322139817208
50	02	01	05	700.74432195	1	1												200601100128	20060110012801	704.322139817208
50	03	01	05	700.74432195	1	5	2	2	2	2	2							200601100128	20060110012801	704.322139817208
50	04	01	05	700.74432195	1	3	2	2	2	2	2							200601100128	20060110012801	704.322139817208
50	01	01	05	712.58308412	1	4	2	2	2	1							1	200601100129	20060110012901	713.453095602872
50	02	01	05	712.58308412	1	5	2	2	2	2	2							200601100129	20060110012901	713.453095602872
50	01	01	05	596.7934449	1	4	2	2	2	2	2							200601100130	20060110013001	595.453238936026
50	02	01	05	596.7934449	1	1												200601100130	20060110013001	595.453238936026
50	04	01	05	596.7934449	1	5	2	2	2	1							1	200601100130	20060110013001	595.453238936026
50	05	01	05	596.7934449	5	5	2	2	2	1							1	200601100130	20060110013001	595.453238936026
50	01	02	05	596.7934449	6	5	2	2	2	1							1	200601100130	20060110013002	595.453238936026
50	02	02	05	596.7934449	6	1												200601100130	20060110013002	595.453238936026
50	03	02	05	596.7934449	6	3	2	2	2	2	2							200601100130	20060110013002	595.453238936026
50	05	02	05	596.7934449	6	5	2	2	2	1							1	200601100130	20060110013002	595.453238936026
50	06	02	05	596.7934449	6	4	2	2	2	2	2							200601100130	20060110013002	595.453238936026
50	01	01	05	713.6827837	1	4	1											200601100131	20060110013101	714.996019872052
50	02	01	05	713.6827837	1	5	2	2	2	1							1	200601100131	20060110013101	714.996019872052
50	01	01	05	742.37655783	1	1												200601100132	20060110013201	744.637935949239
50	02	01	05	742.37655783	1	3	2	2	2	1							1	200601100132	20060110013201	744.637935949239
50	03	01	05	742.37655783	1	3	2	2	2	2	2							200601100132	20060110013201	744.637935949239
50	04	01	05	742.37655783	1	6												200601100132	20060110013201	744.637935949239
50	01	01	05	616.33235533	2	1												200601100133	20060110013301	616.59950067112
50	02	01	05	616.33235533	2	4	2	2	2	2	2							200601100133	20060110013301	616.59950067112
50	03	01	05	616.33235533	2	1												200601100133	20060110013301	616.59950067112
50	04	01	05	616.33235533	2	2	2	2	2	1							1	200601100133	20060110013301	616.59950067112
50	01	01	05	712.58308412	2	5	2	2	2	2	2							200601100134	20060110013401	713.453095602872
50	02	01	05	712.58308412	2	5	2	1										200601100134	20060110013401	713.453095602872
50	01	01	05	709.17849507	1	5	2	2	2	2	2							200601100135	20060110013501	709.610925316698
50	01	01	05	673.87763811	2	1												200601100136	20060110013601	673.19933612218
50	02	01	05	673.87763811	2	1												200601100136	20060110013601	673.19933612218
50	01	01	05	641.75931693	3	1												200601100137	20060110013701	640.136113779174
50	02	01	05	641.75931693	3	1												200601100137	20060110013701	640.136113779174
50	03	01	05	641.75931693	3	4	2	2	2	1							1	200601100137	20060110013701	640.136113779174
50	01	01	05	702.7092642	1	4	1											200601100138	20060110013801	704.273985289276
50	02	01	05	702.7092642	1	3	2	2	2	2	2							200601100138	20060110013801	704.273985289276
50	01	01	05	807.83071829	3	1												200601100139	20060110013901	810.465036241827
50	02	01	05	807.83071829	3	4	1											200601100139	20060110013901	810.465036241827
50	03	01	05	807.83071829	3	1												200601100139	20060110013901	810.465036241827
50	04	01	05	807.83071829	3	1												200601100139	20060110013901	810.465036241827
50	01	01	05	720.04107024	1	1												200601100140	20060110014001	718.003730592257
50	02	01	05	720.04107024	2	4	2	2	2	2	2							200601100140	20060110014001	718.003730592257
50	01	01	05	720.04107024	2	1												200601100141	20060110014101	718.003730592257
50	02	01	05	720.04107024	2	4	2	2	2	1							1	200601100141	20060110014101	718.003730592257
50	01	01	05	720.04107024	2	1												200601100142	20060110014201	718.003730592257
50	02	01	05	720.04107024	2	4	2	2	2	2	2							200601100142	20060110014201	718.003730592257
50	01	01	05	485.30675465	1	1												200601100143	20060110014301	486.730109460224
50	02	01	05	485.30675465	1	1												200601100143	20060110014301	486.730109460224
50	03	01	05	485.30675465	1	3	2	2	2	2	2							200601100143	20060110014301	486.730109460224
50	04	01	05	485.30675465	1	3	2	2	2	2	2							200601100143	20060110014301	486.730109460224
50	01	01	05	846.39831235	1	5	2	2	2	2	2							200601100144	20060110014401	849.28606263261
50	02	01	05	846.39831235	2	5	2	2	2	2	2							200601100144	20060110014401	849.28606263261
50	03	01	05	846.39831235	2	1												200601100144	20060110014401	849.28606263261
50	04	01	05	846.39831235	2	5	2	2	2	2	2							200601100144	20060110014401	849.28606263261
50	05	01	05	846.39831235	2	3	2	2	2	2	2							200601100144	20060110014401	849.28606263261
50	06	01	05	846.39831235	2	1												200601100144	20060110014401	849.28606263261
50	01	01	05	624.13004864	1	1												200601100145	20060110014501	623.966325612333
50	02	01	05	624.13004864	2	5	2	2	2	1							1	200601100145	20060110014501	623.966325612333
50	04	01	05	624.13004864	4	5	2	2	2	1							1	200601100145	20060110014501	623.966325612333
50	05	01	05	624.13004864	4	5	2	2	2	2	2							200601100145	20060110014501	623.966325612333
50	01	01	05	766.53749997	2	1												200601100146	20060110014601	765.631157804212
50	02	01	05	766.53749997	2	1												200601100146	20060110014601	765.631157804212
50	01	01	05	742.48742673	1	5	2	2	2	1							1	200601100147	20060110014701	743.271299483587
50	02	01	05	742.48742673	1	1												200601100147	20060110014701	743.271299483587
50	03	01	05	742.48742673	1	3	2	2	2	1							1	200601100147	20060110014701	743.271299483587
50	01	01	05	681.45351818	2	1												200601100148	20060110014801	679.603568221828
50	02	01	05	681.45351818	2	1												200601100148	20060110014801	679.603568221828
50	03	01	05	681.45351818	2	3	2	2	2	2	2							200601100148	20060110014801	679.603568221828
50	06	01	05	681.45351818	6	1												200601100148	20060110014801	679.603568221828
50	01	01	05	709.17849507	1	4	2	2	2	2	2							200601100149	20060110014901	709.610925316698
50	01	01	05	579.57033326	2	1												200601100150	20060110015001	576.254220571551
50	02	01	05	579.57033326	2	4	2	2	2	1							1	200601100150	20060110015001	576.254220571551
50	01	01	05	700.74432195	1	4	1											200601100151	20060110015101	704.322139817208
50	02	01	05	700.74432195	1	5	2	2	2	1							1	200601100151	20060110015101	704.322139817208
50	03	01	05	700.74432195	1	5	2	2	2	1							1	200601100151	20060110015101	704.322139817208
50	04	01	05	700.74432195	1	5	2	2	2	2	1	15						200601100151	20060110015101	704.322139817208
50	01	01	05	806.39107149	1	6												200601100152	20060110015201	806.574711427722
50	01	01	05	709.17849507	1	4	2	2	2	2	2							200601100153	20060110015301	709.610925316698
50	01	01	05	1472.0363917	1	1												200601100154	20060110015401	1475.86871891233
50	02	01	05	1472.0363917	1	4	2	1										200601100154	20060110015401	1475.86871891233
50	03	01	05	1472.0363917	1	5	2	2	2	1							1	200601100154	20060110015401	1475.86871891233
50	04	01	05	1472.0363917	1	5	2	1										200601100154	20060110015401	1475.86871891233
50	01	01	05	1520.1365382	2	5	2	1										200601100155	20060110015501	1520.58843555358
50	02	01	05	1520.1365382	2	4	2	2	2	2	2							200601100155	20060110015501	1520.58843555358
50	03	01	05	1520.1365382	2	1												200601100155	20060110015501	1520.58843555358
50	01	01	05	1347.3111697	1	4	2	2	2	1							1	200601100156	20060110015601	1345.41106537504
50	01	01	05	1418.3569901	1	4	2	2	2	2	2							200601100157	20060110015701	1419.2218506334
50	01	01	05	1347.7552762	2	1												200601100158	20060110015801	1346.39867224436
50	02	01	05	1347.7552762	2	4	2	2	2	2	2							200601100158	20060110015801	1346.39867224436
50	01	01	05	1347.7552762	2	1												200601100159	20060110015901	1346.39867224436
50	02	01	05	1347.7552762	2	1												200601100159	20060110015901	1346.39867224436
50	01	01	05	1363.2257769	2	5	2	1										200601100160	20060110016001	1362.15933480537
50	02	01	05	1363.2257769	2	4	2	2	2	2	1	12						200601100160	20060110016001	1362.15933480537
50	01	01	05	1257.863599	1	1												200601100161	20060110016101	1263.58292606309
50	02	01	05	1257.863599	1	3	1											200601100161	20060110016101	1263.58292606309
50	03	01	05	1257.863599	1	3	2	2	2	2	1	11						200601100161	20060110016101	1263.58292606309
50	04	01	05	1257.863599	1	3	2	2	2	2	2							200601100161	20060110016101	1263.58292606309
50	01	01	05	1347.089281	2	5	2	1										200601100162	20060110016201	1340.7526067606
50	02	01	05	1347.089281	2	4	2	2	2	2	1	12						200601100162	20060110016201	1340.7526067606
50	01	01	05	1456.2186364	1	5	2	2	2	1							1	200601100163	20060110016301	1457.41418922928
50	02	01	05	1456.2186364	1	1												200601100163	20060110016301	1457.41418922928
50	01	01	05	1219.9479867	2	1												200601100164	20060110016401	1219.79184835609
50	02	01	05	1219.9479867	2	1												200601100164	20060110016401	1219.79184835609
50	03	01	05	1219.9479867	2	3	2	2	2	2	2							200601100164	20060110016401	1219.79184835609
50	04	01	05	1219.9479867	2	3	2	2	2	2	2							200601100164	20060110016401	1219.79184835609
50	01	01	05	814.29994916	2	1												200601100165	20060110016501	815.801976269249
50	02	01	05	814.29994916	2	1												200601100165	20060110016501	815.801976269249
50	03	01	05	814.29994916	2	3	2	2	2	2	2							200601100165	20060110016501	815.801976269249
50	01	01	05	956.54935051	1	5	2	2	2	2	2							200601100166	20060110016601	956.923728798477
50	02	01	05	956.54935051	1	1												200601100166	20060110016601	956.923728798477
50	03	01	05	956.54935051	1	4	2	2	2	2	2							200601100166	20060110016601	956.923728798477
50	04	01	05	956.54935051	1	1												200601100166	20060110016601	956.923728798477
50	01	01	05	859.3367741	1	5	2	2	2	2	2							200601100167	20060110016701	859.959942687453
50	02	01	05	859.3367741	1	4	2	2	2	2	2							200601100167	20060110016701	859.959942687453
50	03	01	05	859.3367741	1	1												200601100167	20060110016701	859.959942687453
50	04	01	05	859.3367741	1	5	2	2	2	1							1	200601100167	20060110016701	859.959942687453
50	01	01	05	753.42541087	1	1												200601100168	20060110016801	753.610344188344
50	02	01	05	753.42541087	1	5	2	2	2	2	2							200601100168	20060110016801	753.610344188344
50	01	01	05	619.42390477	1	5	2	1										200601100169	20060110016901	617.19777419506
50	01	01	05	820.76918004	2	1												200601100170	20060110017001	821.13891629667
50	02	01	05	820.76918004	2	4	2	2	2	2	2							200601100170	20060110017001	821.13891629667
50	01	01	05	806.39107149	1	1												200601100171	20060110017101	806.574711427722
50	01	01	05	736.01819586	2	1												200601100172	20060110017201	737.934359456166
50	02	01	05	736.01819586	2	1												200601100172	20060110017201	737.934359456166
50	03	01	05	736.01819586	2	3	2	2	2	2	2							200601100172	20060110017201	737.934359456166
50	04	01	05	736.01819586	2	3	2	2	2	2	2							200601100172	20060110017201	737.934359456166
50	01	01	05	587.6385812	1	5	2	2	2	1							1	200601100173	20060110017301	586.957584593932
50	02	01	05	587.6385812	1	1												200601100173	20060110017301	586.957584593932
50	01	01	05	712.19627129	3	1												200601100174	20060110017401	712.423055295609
