Reg	Orden	Hogar	Area	Fex_c	Oci	P37	P37na	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	01	01	66	293.21493617	1	2				2					2												200601106322	20060110632201	293.640912005247
62	01	01	66	274.95650746	1	2				2					1		1	1				1			1	1	200601106323	20060110632301	275.640053456845
62	03	01	66	274.95650746	1	2				2					1		1								1	1	200601106323	20060110632301	275.640053456845
62	02	01	66	139.72174563	1	2				2					2												200601106324	20060110632401	138.488569722744
62	03	01	66	139.72174563	1	2				1	20	2	1	1			1								2	1	200601106324	20060110632401	138.488569722744
62	01	01	66	191.91287076	1	2				2					2												200601106325	20060110632501	191.245963028294
62	01	01	66	225.92637121	1	2				1	36	2	1	1							1				1	1	200601106326	20060110632601	226.019880149501
62	02	01	66	225.92637121	1	1	4	300000	08	2					2												200601106326	20060110632601	226.019880149501
62	02	01	66	206.88100037	1	2				1	20	2	1	1			1								2	1	200601106327	20060110632701	207.552758685403
62	01	01	66	204.64856463	1	2				2					1							1			2	1	200601106328	20060110632801	204.530925098957
62	01	01	66	155.67923535	1	2				1	36	1	1	1			1								1	1	200601106329	20060110632901	154.542492923618
62	02	01	66	155.67923535	1	2				2					1		1								2	1	200601106329	20060110632901	154.542492923618
62	01	01	66	303.87629905	1	2				2					2												200601106330	20060110633001	304.810296970356
62	02	01	66	303.87629905	1	2				2					2												200601106330	20060110633001	304.810296970356
62	03	01	66	303.87629905	1	2				2					2												200601106330	20060110633001	304.810296970356
62	02	01	66	176.97028042	1	2				2					2												200601106331	20060110633101	177.142159960113
62	01	01	66	205.52050255	1	2				2					1		1			1					2	1	200601106332	20060110633201	205.885782080701
62	01	01	66	157.67867772	1	2				2					2												200601106334	20060110633401	157.524878518033
62	02	01	66	157.67867772	1	2				1	24	2	1	1			1								1	1	200601106334	20060110633401	157.524878518033
62	01	01	66	180.96792385	1	2				2					1	1	1					1			1	1	200601106335	20060110633501	180.748121525793
62	02	01	66	180.96792385	1	2				2					1		1								2	1	200601106335	20060110633501	180.748121525793
62	03	01	66	180.96792385	1	2				2					2												200601106335	20060110633501	180.748121525793
62	01	01	66	199.15349138	1	2				2					2												200601106336	20060110633601	198.869466707506
62	02	01	66	199.15349138	1	2				1	24	1	1	1			1								1	1	200601106336	20060110633601	198.869466707506
62	01	01	66	213.25297511	1	2				2					2												200601106337	20060110633701	214.120121917214
62	02	01	66	213.25297511	1	2				2					2												200601106337	20060110633701	214.120121917214
62	01	01	66	220.80849936	1	2				2					2												200601106338	20060110633801	221.131344660542
62	02	01	66	167.25842552	1	2				2					2												200601106339	20060110633901	166.801494348363
62	01	01	66	175.91998493	1	2				2					1		1								2	1	200601106340	20060110634001	175.308653352058
62	02	01	66	175.91998493	1	2				2					2												200601106340	20060110634001	175.308653352058
62	03	01	66	175.91998493	1	2				2					2												200601106340	20060110634001	175.308653352058
62	01	01	66	186.08287815	1	2				2					2												200601106341	20060110634101	186.851275736858
62	02	01	66	186.08287815	1	2				2					1							1			2	1	200601106341	20060110634101	186.851275736858
62	06	01	66	186.08287815	1	2				1	30	2	1	2													200601106341	20060110634101	186.851275736858
62	01	01	66	212.20267963	1	2				2					2												200601106342	20060110634201	212.28661530916
62	02	01	66	212.20267963	1	2				2					2												200601106342	20060110634201	212.28661530916
62	03	01	66	212.20267963	1	2				2					2												200601106342	20060110634201	212.28661530916
62	01	01	66	209.24936922	1	2				2					1		1								2	1	200601106343	20060110634301	209.748403054976
62	02	01	66	209.24936922	1	2				2					1		1								1	1	200601106343	20060110634301	209.748403054976
62	04	01	66	209.24936922	1	2				1	10	1	1	1			1					1			1	1	200601106343	20060110634301	209.748403054976
62	01	01	66	152.68647848	1	2				2					1		1								1	1	200601106344	20060110634401	151.747839996611
62	02	01	66	152.68647848	1	2				2					1		1								2	1	200601106344	20060110634401	151.747839996611
62	03	01	66	152.68647848	1	2				2					2												200601106344	20060110634401	151.747839996611
62	01	01	66	218.95892701	1	2				1	04	2	1	2													200601106345	20060110634501	218.703382358062
62	04	01	66	218.95892701	1	2				1	24	2	1	2													200601106345	20060110634501	218.703382358062
62	03	01	66	142.51498391	1	2				2					1		1	1				1			2	1	200601106346	20060110634601	142.087541579928
62	01	01	66	230.71121717	1	2				1	12	2	1	1			1								2	1	200601106347	20060110634701	231.048302485821
62	01	01	66	219.03684085	1	2				2					2												200601106348	20060110634801	218.870430735939
62	02	01	66	219.03684085	1	2				2					2												200601106348	20060110634801	218.870430735939
62	01	01	66	168.6874307	1	2				2					1		1			1					2	1	200601106349	20060110634901	168.937772603678
62	01	01	66	133.12609902	1	2				2					1		1								2	1	200601106350	20060110635001	132.387217963126
62	03	01	66	133.12609902	1	2				2					2												200601106350	20060110635001	132.387217963126
62	01	01	66	182.54642233	1	2				2					2												200601106351	20060110635101	182.047056928204
62	01	01	66	233.66452758	1	2				2					1							1			2	1	200601106352	20060110635201	233.586514740004
62	02	01	66	233.66452758	1	2				2					2												200601106352	20060110635201	233.586514740004
62	01	02	66	233.66452758	1	2				2					1		1								2	1	200601106352	20060110635202	233.586514740004
62	03	02	66	233.66452758	1	2				2					1		1								1	1	200601106352	20060110635202	233.586514740004
62	01	01	66	247.31828623	1	1	4	300000	06	2					2												200601106353	20060110635301	247.870712265122
62	02	01	66	247.31828623	1	2				1	48	2	1	2													200601106353	20060110635301	247.870712265122
62	01	01	66	197.57499291	1	2				2					2												200601106354	20060110635401	197.570531305095
62	02	01	66	197.57499291	1	2				2					2												200601106354	20060110635401	197.570531305095
62	01	01	66	258.90353303	1	2				2					2												200601106355	20060110635501	258.878860720763
62	01	01	66	121.4517227	1	2				2					2												200601106356	20060110635601	120.209346213244
62	02	01	66	121.4517227	1	2				1	12	2	1	1			1								2	1	200601106356	20060110635601	120.209346213244
62	01	01	66	207.1251177	1	2				1	24	1	1	2													200601106357	20060110635701	206.809924333186
62	02	01	66	207.1251177	1	2				2					2												200601106357	20060110635701	206.809924333186
62	03	01	66	207.1251177	1	2				2					2												200601106357	20060110635701	206.809924333186
62	01	01	66	121.4517227	1	1	4	30000	02	2					1		1								1	1	200601106359	20060110635901	120.209346213244
62	02	01	66	150.46049355	1	2				1	12	2	1	1			1						1		2	1	200601106360	20060110636001	150.402792355533
62	01	01	66	247.31828623	1	2				2					2												200601106361	20060110636101	247.870712265122
62	01	01	66	209.10450003	1	2				2					2												200601106362	20060110636201	208.916250108422
62	01	01	66	166.3776295	1	2				2					2												200601106364	20060110636401	166.658500756819
62	03	01	66	166.3776295	1	2				2					1	1	1								2	1	200601106364	20060110636401	166.658500756819
62	01	01	66	212.86298972	1	2				2					2												200601106365	20060110636501	212.816093884937
62	02	01	66	212.86298972	1	2				2					2												200601106365	20060110636501	212.816093884937
62	02	01	66	188.19207048	1	2				2					1		1								2	1	200601106366	20060110636601	188.635964984851
62	01	01	66	175.03918892	1	2				2					1		1								2	2	200601106367	20060110636701	175.165659760515
62	01	01	66	246.99531622	1	2				2					2												200601106368	20060110636801	247.230370270174
62	03	01	66	246.99531622	1	2				1	30	1	1	1			1		1						1	1	200601106368	20060110636801	247.230370270174
62	01	01	66	195.77371139	1	2				1	10	1	1	2													200601106369	20060110636901	195.272394578253
62	02	01	66	195.77371139	1	2				2					1		1								1	1	200601106369	20060110636901	195.272394578253
62	05	01	66	195.77371139	1	2				2					2												200601106369	20060110636901	195.272394578253
62	01	01	66	194.42852248	1	2				2					1		1								2	1	200601106370	20060110637001	194.070340528719
62	02	01	66	194.42852248	1	2				2					1		1					1			2	1	200601106370	20060110637001	194.070340528719
62	01	01	66	199.15349138	1	2				2					2												200601106372	20060110637201	198.869466707506
62	02	01	66	199.15349138	1	2				2					1		1								2	1	200601106372	20060110637201	198.869466707506
62	01	01	66	260.83462454	1	2				2					2												200601106373	20060110637301	260.855360920361
62	01	01	66	230.9043772	1	2				2					2												200601106374	20060110637401	232.010281008013
62	01	01	66	182.54642233	1	2				2					2												200601106375	20060110637501	182.047056928204
62	03	01	66	182.54642233	1	2				2					1		1		1						2	1	200601106375	20060110637501	182.047056928204
62	01	01	66	167.91873561	1	2				1	18	2	1	2													200601106377	20060110637701	167.33097292414
62	01	01	66	203.74884404	1	2				2					2												200601106378	20060110637801	203.624868156097
62	01	01	66	217.05000967	1	2				2					2												200601106379	20060110637901	217.231500884028
62	01	01	66	217.68709407	1	2				2					2												200601106380	20060110638001	217.893723800288
62	02	01	66	217.68709407	1	2				2					2												200601106380	20060110638001	217.893723800288
62	07	01	66	217.68709407	1	2				2					2												200601106380	20060110638001	217.893723800288
62	02	01	66	172.86143586	1	2				2					1		1								2	1	200601106381	20060110638101	173.895322289613
62	03	01	66	157.64516512	1	2				2					2												200601106382	20060110638201	156.870142967728
62	05	01	66	157.64516512	1	2				1	28	2	1	1			1								2	1	200601106382	20060110638201	156.870142967728
62	07	01	66	157.64516512	1	2				2					1		1	1							2	1	200601106382	20060110638201	156.870142967728
62	01	01	66	179.24250396	1	2				1	40	1	1	1			1		1						1	1	200601106383	20060110638301	178.019573311435
62	02	01	66	179.24250396	1	2				1	48	2	1	1			1		1						2	1	200601106383	20060110638301	178.019573311435
62	03	01	66	179.24250396	1	2				2					2												200601106383	20060110638301	178.019573311435
62	05	01	66	179.24250396	1	2				2					2												200601106383	20060110638301	178.019573311435
62	01	01	66	203.31612841	1	2				2					2												200601106385	20060110638501	203.867474505789
62	01	01	66	194.0008201	1	2				2					2												200601106386	20060110638601	193.035147134214
62	02	01	66	194.0008201	1	2				2					2												200601106386	20060110638601	193.035147134214
62	03	01	66	194.0008201	1	2				2					1	1	1								2	1	200601106386	20060110638601	193.035147134214
62	04	01	66	194.0008201	1	2				2					2												200601106386	20060110638601	193.035147134214
62	01	01	66	163.95863918	1	2				2					1		1								2	2	200601106387	20060110638701	163.918735807392
62	04	01	66	163.95863918	1	2				2					2												200601106387	20060110638701	163.918735807392
62	03	01	66	188.07083917	1	2				2					1		1	1							2	1	200601106388	20060110638801	187.258731600718
62	01	01	66	197.70480289	1	2				1	20	2	1	2													200601106389	20060110638901	197.248894777851
62	02	01	66	197.70480289	1	2				2					2												200601106389	20060110638901	197.248894777851
62	01	01	66	225.66327825	1	2				2					2												200601106391	20060110639101	225.608834312085
62	02	01	66	225.66327825	1	2				2					2												200601106391	20060110639101	225.608834312085
62	01	01	66	205.52050255	1	2				2					2												200601106392	20060110639201	205.885782080701
62	01	01	66	231.73343607	1	2				1	24	2	1	2													200601106393	20060110639301	231.610014540406
62	02	01	66	231.73343607	1	2				1	24	2	1	1			1				1				1	1	200601106393	20060110639301	231.610014540406
62	03	01	66	231.73343607	1	2				2					2												200601106393	20060110639301	231.610014540406
62	06	01	66	231.73343607	1	1	4	60000	00	2					2												200601106393	20060110639301	231.610014540406
62	01	01	66	176.97028042	1	2				2					1		1								2	1	200601106394	20060110639401	177.142159960113
62	02	01	66	176.97028042	1	2				2					2												200601106394	20060110639401	177.142159960113
62	05	01	66	130.50326751	1	2				2					1		1					1			2	1	200601106395	20060110639501	130.020533249218
62	01	01	66	192.52705399	1	2				2					1		1								2	1	200601106396	20060110639601	192.13106313136
62	01	01	66	298.40676846	1	2				2					2												200601106397	20060110639701	299.372947274683
62	02	01	66	173.03368991	1	2				2					2												200601106398	20060110639801	173.434127135204
62	03	01	66	173.03368991	1	2				2					2												200601106398	20060110639801	173.434127135204
62	01	01	66	247.31828623	1	2				2					2												200601106399	20060110639901	247.870712265122
62	01	01	66	197.89796292	1	2				2					2												200601106400	20060110640001	198.210873300043
62	02	01	66	197.89796292	1	2				2					1		1								2	1	200601106400	20060110640001	198.210873300043
62	01	01	66	203.14582157	1	1	4	120000	12	2					1		1	1							1	1	200601106401	20060110640101	202.239929184728
62	03	01	66	203.14582157	1	2				2					1		1	1							2	1	200601106401	20060110640101	202.239929184728
62	04	01	66	203.14582157	1	2				2					2												200601106401	20060110640101	202.239929184728
62	01	01	66	224.77120653	1	2				2					2												200601106402	20060110640201	224.464584335526
62	03	01	66	224.77120653	1	2				2					1		1								2	1	200601106402	20060110640201	224.464584335526
62	04	01	66	224.77120653	1	2				2					1		1				1				2	1	200601106402	20060110640201	224.464584335526
62	01	01	66	135.81063267	1	2				2					2												200601106404	20060110640401	135.182089625904
62	03	01	66	135.81063267	1	2				2					1		1								2	1	200601106404	20060110640401	135.182089625904
62	01	01	66	182.98469856	1	2				2					2												200601106406	20060110640601	183.480910536121
62	01	01	66	209.10450003	1	1	1	120000	16	2					2												200601106407	20060110640701	208.916250108422
62	01	01	66	211.32188361	1	2				2					2												200601106408	20060110640801	212.143621717616
62	03	01	66	211.32188361	1	2				2					2												200601106408	20060110640801	212.143621717616
62	04	01	66	211.32188361	1	2				2					2												200601106408	20060110640801	212.143621717616
62	01	01	66	169.29354753	1	2				2					2												200601106409	20060110640901	168.570249775912
62	03	01	66	169.29354753	1	2				2					2												200601106409	20060110640901	168.570249775912
62	01	01	66	159.7511921	1	2				2					2												200601106410	20060110641001	159.920097180673
62	03	01	66	159.7511921	1	2				2					2												200601106410	20060110641001	159.920097180673
62	01	01	66	247.31828623	1	2				2					2												200601106411	20060110641101	247.870712265122
62	02	01	66	247.31828623	1	2				2					2												200601106411	20060110641101	247.870712265122
62	01	01	66	242.27034731	1	2				2					2												200601106413	20060110641301	242.431244091387
62	02	01	66	242.27034731	1	2				2					2												200601106413	20060110641301	242.431244091387
62	01	01	66	217.05000967	1	2				2					2												200601106414	20060110641401	217.231500884028
62	01	01	66	215.76056044	1	2				2					2												200601106415	20060110641501	215.691876486807
62	01	01	66	221.13146937	1	2				1	30	1	1	1			1								1	1	200601106416	20060110641601	221.771686655491
62	01	01	66	216.46224014	1	2				2					2												200601106417	20060110641701	216.634990129017
62	07	01	66	216.46224014	1	2				1	60	2	2	1			1								2	1	200601106417	20060110641701	216.634990129017
62	03	01	66	152.18439215	1	2				2					2												200601106418	20060110641801	151.907618052328
62	06	01	66	152.18439215	1	2				2					2												200601106418	20060110641801	151.907618052328
62	01	01	66	179.19626535	1	2				2					2												200601106420	20060110642001	178.48720760119
62	06	01	66	179.19626535	1	2				2					1						1				2	1	200601106420	20060110642001	178.48720760119
62	01	01	66	194.67742218	1	2				1	08	2	1	1			1								2	1	200601106422	20060110642201	194.694748703224
62	04	01	66	194.67742218	1	2				2					2												200601106422	20060110642201	194.694748703224
62	05	01	66	194.67742218	1	2				2					1		1								1	1	200601106422	20060110642201	194.694748703224
62	01	01	66	219.06295752	1	2				2					2												200601106423	20060110642301	218.495637586013
62	02	01	66	219.06295752	1	2				2					1		1								2	1	200601106423	20060110642301	218.495637586013
62	03	01	66	219.06295752	1	2				2					2												200601106423	20060110642301	218.495637586013
62	07	01	66	219.06295752	1	2				2					2												200601106423	20060110642301	218.495637586013
62	01	01	66	204.2014303	1	2				2					2												200601106425	20060110642501	204.308934881241
62	01	01	66	110.50185466	1	2				2					2												200601106427	20060110642701	110.717618012222
62	03	01	66	110.50185466	1	2				1	48	1	1	1			1								1	1	200601106427	20060110642701	110.717618012222
62	04	01	66	110.50185466	1	2				2					2												200601106427	20060110642701	110.717618012222
62	10	01	66	110.50185466	1	2				1	48	2	1	1			1								2	1	200601106427	20060110642701	110.717618012222
62	01	01	66	141.85467382	1	2				1	10	2	1	2													200601106428	20060110642801	141.558063004151
62	02	01	66	141.85467382	1	2				2					2												200601106428	20060110642801	141.558063004151
62	01	01	66	181.69524933	1	2				2					2												200601106429	20060110642901	181.9412861389
62	02	01	66	252.43324053	1	2				1	30	1	1	2													200601106430	20060110643001	253.973866476187
62	03	01	66	252.43324053	1	2				2					2												200601106430	20060110643001	253.973866476187
62	01	01	66	121.51013674	1	2				2					2												200601106433	20060110643301	122.755356218691
62	01	01	66	234.54411436	1	2				2					2												200601106434	20060110643401	234.703178688048
62	03	01	66	234.54411436	1	2				2					2												200601106434	20060110643401	234.703178688048
62	04	01	66	234.54411436	1	2				2					2												200601106434	20060110643401	234.703178688048
62	07	01	66	234.54411436	1	2				2					2												200601106434	20060110643401	234.703178688048
62	01	01	66	143.17374606	1	2				2					2												200601106435	20060110643501	143.13491020361
62	01	01	66	197.57499291	1	2				2					2												200601106436	20060110643601	197.570531305095
62	02	01	66	197.57499291	1	2				2					2												200601106436	20060110643601	197.570531305095
62	01	01	66	234.32483767	1	2				2					2												200601106437	20060110643701	234.115993315781
62	02	01	66	234.32483767	1	2				2					2												200601106437	20060110643701	234.115993315781
62	04	01	66	234.32483767	1	2				2					2												200601106437	20060110643701	234.115993315781
62	01	01	66	224.08477977	1	2				2					2												200601106438	20060110643801	224.309898909674
62	01	01	66	242.27034731	1	2				2					2												200601106439	20060110643901	242.431244091387
62	02	01	66	242.27034731	1	2				2					2												200601106439	20060110643901	242.431244091387
62	01	01	66	234.32483767	1	2				2					2												200601106440	20060110644001	234.115993315781
62	02	01	66	234.32483767	1	2				2					2												200601106440	20060110644001	234.115993315781
62	04	01	66	234.32483767	1	2				2					2												200601106440	20060110644001	234.115993315781
62	01	01	66	138.05879176	1	2				2					1		1								2	1	200601106441	20060110644101	137.031755992546
62	02	01	66	138.05879176	1	2				2					2												200601106441	20060110644101	137.031755992546
62	03	01	66	138.05879176	1	2				2					2												200601106441	20060110644101	137.031755992546
62	01	01	66	128.0781601	1	2				2					2												200601106442	20060110644201	126.94774978939
62	01	01	66	242.27034731	1	2				2					2												200601106443	20060110644301	242.431244091387
62	02	01	66	242.27034731	1	2				2					1		1								2	1	200601106443	20060110644301	242.431244091387
62	02	01	66	189.64075897	1	2				2					1	1	1								1	1	200601106444	20060110644401	190.256536914506
62	02	01	66	176.58029502	1	2				2					2												200601106445	20060110644501	175.838131927835
62	01	01	66	199.15349138	1	2				2					2												200601106446	20060110644601	198.869466707506
62	02	01	66	199.15349138	1	2				2					2												200601106446	20060110644601	198.869466707506
62	02	01	66	99.788113381	1	2				2					2												200601106447	20060110644701	99.8297922283245
62	01	01	66	141.79893414	1	2				2					1		1								2	1	200601106448	20060110644801	141.895633351838
62	02	01	66	141.79893414	1	2				2					2												200601106448	20060110644801	141.895633351838
62	02	01	66	185.87099358	1	2				2					2												200601106449	20060110644901	185.355436752975
62	01	01	66	242.27034731	1	2				2					2												200601106451	20060110645101	242.431244091387
62	02	01	66	242.27034731	1	2				2					2												200601106451	20060110645101	242.431244091387
62	01	01	66	211.09133121	1	2				2					2												200601106452	20060110645201	210.555179960333
62	02	01	66	211.09133121	1	2				2					2												200601106452	20060110645201	210.555179960333
62	04	01	66	211.09133121	1	2				2					1		1								1	1	200601106452	20060110645201	210.555179960333
62	01	01	66	174.34148645	1	2				2					2												200601106453	20060110645301	174.009717949647
62	03	01	66	174.34148645	1	2				2					1		1								1	1	200601106453	20060110645301	174.009717949647
62	01	01	66	257.09119405	1	2				2					1		1	1				1			2	1	200601106454	20060110645401	258.109306617644
62	02	01	66	257.09119405	1	2				1	30	1	1	2													200601106454	20060110645401	258.109306617644
62	05	01	66	257.09119405	1	2				2					1							1			2	1	200601106454	20060110645401	258.109306617644
62	01	01	66	207.5334504	1	2				2					2												200601106455	20060110645501	207.149918782686
62	02	01	66	207.5334504	1	2				2					2												200601106455	20060110645501	207.149918782686
62	02	01	66	136.51768565	1	2				2					1		1								2	1	200601106456	20060110645601	136.359283825225
62	01	01	66	202.71606388	1	2				1	18	2	1	1			1								1	1	200601106457	20060110645701	203.298892366234
62	06	01	66	202.71606388	1	2				1	40	1	1	1		1	1			1					1	1	200601106457	20060110645701	203.298892366234
62	01	01	66	149.07285798	1	2				2					1		1								2	1	200601106458	20060110645801	148.68014916665
62	04	01	66	149.07285798	1	2				2					1		1								2	1	200601106458	20060110645801	148.68014916665
62	06	01	66	149.07285798	1	2				2					2												200601106458	20060110645801	148.68014916665
62	05	01	66	194.78735512	1	2				2					2												200601106459	20060110645901	195.254179759081
62	08	01	66	194.78735512	1	2				2					2												200601106459	20060110645901	195.254179759081
62	02	01	66	199.59921646	1	2				2					2												200601106460	20060110646001	199.835924392097
62	05	01	66	199.59921646	1	2				2					1		1								2	1	200601106460	20060110646001	199.835924392097
62	06	01	66	199.59921646	1	2				2					1		1								2	1	200601106460	20060110646001	199.835924392097
62	01	01	66	202.62293182	1	2				1	06	1	1	1		1	1								1	1	200601106461	20060110646101	203.00999947883
62	02	01	66	202.62293182	1	2				1	24	2	1	1			1								2	1	200601106461	20060110646101	203.00999947883
62	01	01	66	209.10450003	1	2				2					2												200601106462	20060110646201	208.916250108422
62	01	01	66	209.10450003	1	2				2					1		1								2	1	200601106463	20060110646301	208.916250108422
62	01	01	66	158.40600319	1	2				2					2												200601106464	20060110646401	158.718043131139
62	03	01	66	211.32188361	1	2				2					2												200601106465	20060110646501	212.143621717616
62	02	01	66	258.90353303	1	2				2					2												200601106466	20060110646601	258.878860720763
62	03	01	66	258.90353303	1	2				2					2												200601106466	20060110646601	258.878860720763
62	04	01	66	258.90353303	1	2				2					2												200601106466	20060110646601	258.878860720763
62	01	01	66	96.235657153	1	2				2					2												200601106467	20060110646701	96.2343167395234
62	02	01	66	96.235657153	1	2				2					1	1	1								1	1	200601106467	20060110646701	96.2343167395234
62	03	01	66	96.235657153	1	2				2					1		1			1	1				2	1	200601106467	20060110646701	96.2343167395234
62	04	01	66	96.235657153	1	2				2					1	1	1								2	2	200601106467	20060110646701	96.2343167395234
62	01	01	66	225.66327825	1	2				1	12	2	1	1			1					1			1	1	200601106468	20060110646801	225.608834312085
62	02	01	66	225.66327825	1	2				1	60	1	1	1			1				1				1	1	200601106468	20060110646801	225.608834312085
62	03	01	66	225.66327825	1	2				2					1							1			1	1	200601106468	20060110646801	225.608834312085
62	01	01	66	207.09900103	1	2				2					1						1				2	1	200601106469	20060110646901	207.184717483112
62	01	01	66	242.27034731	1	2				2					1		1								2	1	200601106472	20060110647201	242.431244091387
62	01	01	66	215.76056044	1	2				2					1		1								2	1	200601106473	20060110647301	215.691876486807
62	01	01	66	231.67769639	1	2				2					2												200601106474	20060110647401	231.947584888093
62	02	01	66	231.67769639	1	2				2					1		1				1				1	1	200601106474	20060110647401	231.947584888093
62	02	01	66	168.2974453	1	2				2					1		1		1						2	1	200601106475	20060110647501	167.633744571401
62	01	01	66	242.27034731	1	2				2					1		1	1				1			1	1	200601106477	20060110647701	242.431244091387
62	02	01	66	242.27034731	1	2				2					2												200601106477	20060110647701	242.431244091387
62	01	01	66	133.1931144	1	2				2					2												200601106479	20060110647901	133.050904000455
62	02	02	66	133.1931144	1	2				1	30	2	1	1			1								2	1	200601106479	20060110647902	133.050904000455
62	01	01	66	142.10400335	1	2				2					2												200601106480	20060110648001	142.820303087844
62	01	01	66	201.48472614	1	2				2					1		1	1				1			2	1	200601106481	20060110648101	200.699273174722
62	02	01	66	201.48472614	1	2				2					2												200601106481	20060110648101	200.699273174722
62	03	01	66	201.48472614	1	2				2					1		1								1	1	200601106481	20060110648101	200.699273174722
62	04	01	66	201.48472614	1	2				2					2												200601106481	20060110648101	200.699273174722
62	06	01	66	201.48472614	1	2				2					1		1	1				1			1	1	200601106481	20060110648101	200.699273174722
62	07	01	66	201.48472614	1	2				2					2												200601106481	20060110648101	200.699273174722
62	02	01	66	252.42979078	1	2				2					2												200601106482	20060110648201	253.48066878337
62	03	01	66	252.42979078	1	2				2					2												200601106482	20060110648201	253.48066878337
62	01	01	66	214.3940917	1	2				2					2												200601106483	20060110648301	214.270850078003
62	01	01	66	312.94715162	1	2				2					2												200601106484	20060110648401	313.840875879887
62	01	01	66	184.36436363	1	2				2					2												200601106485	20060110648501	183.106487705723
62	02	01	66	184.36436363	1	2				2					2												200601106485	20060110648501	183.106487705723
62	03	01	66	184.36436363	1	2				2					2												200601106485	20060110648501	183.106487705723
62	05	01	66	184.36436363	1	2				2					2												200601106485	20060110648501	183.106487705723
62	01	01	66	258.12228905	1	2				2					2												200601106486	20060110648601	258.938719155782
62	02	01	66	258.12228905	1	2				2					1		1								2	1	200601106486	20060110648601	258.938719155782
62	01	01	66	182.66570579	1	2				2					2												200601106487	20060110648701	182.627740372514
62	02	01	66	182.66570579	1	2				2					2												200601106487	20060110648701	182.627740372514
62	02	01	66	170.85216896	1	2				2					2												200601106488	20060110648801	170.750252761423
62	03	01	66	170.85216896	1	2				2					2												200601106488	20060110648801	170.750252761423
62	04	01	66	170.85216896	1	2				2					2												200601106488	20060110648801	170.750252761423
62	05	01	66	170.85216896	1	2				2					2												200601106488	20060110648801	170.750252761423
62	01	01	66	204.2014303	1	2				2					1		1			1					2	1	200601106490	20060110649001	204.308934881241
62	02	01	66	204.2014303	1	1	6		12	2					2												200601106490	20060110649001	204.308934881241
62	03	01	66	204.2014303	1	1	6		08	2					2												200601106490	20060110649001	204.308934881241
62	01	01	66	200.44294062	1	2				2					2												200601106491	20060110649101	200.409091104727
62	02	01	66	182.98469856	1	2				2					2												200601106492	20060110649201	183.480910536121
62	04	01	66	96.235657153	1	2				2					2												200601106493	20060110649301	96.2343167395234
62	08	01	66	96.235657153	1	2				2					2												200601106493	20060110649301	96.2343167395234
62	13	01	66	96.235657153	1	2				2					1		1								2	1	200601106493	20060110649301	96.2343167395234
62	03	01	66	206.27394469	1	2				2					2												200601106494	20060110649401	206.704153543881
62	04	01	66	206.27394469	1	2				2					1	1	1								2	2	200601106494	20060110649401	206.704153543881
62	02	01	66	118.56542768	1	2				1	24	2	1	1			1				1				1	1	200601106495	20060110649501	118.33481999639
62	01	01	66	278.553042	1	2				1	18	2	1	2													200601106496	20060110649601	279.409206048488
62	05	01	66	278.553042	1	2				2					2												200601106496	20060110649601	279.409206048488
62	01	01	66	241.61003722	1	2				2					2												200601106497	20060110649701	241.90176551561
62	01	02	66	241.61003722	1	2				2					1		1								2	1	200601106497	20060110649702	241.90176551561
62	01	01	66	192.52705399	1	2				2					1		1								1	1	200601106498	20060110649801	192.13106313136
62	02	01	66	102.6744084	1	2				2					2												200601106499	20060110649901	101.704318445179
62	04	01	66	102.6744084	1	2				2					1	1						1			2	1	200601106499	20060110649901	101.704318445179
62	05	01	66	102.6744084	1	2				2					2												200601106499	20060110649901	101.704318445179
62	03	01	66	191.83596839	1	2				2					1		1								2	1	200601106500	20060110650001	192.979289798135
62	04	01	66	191.83596839	1	2				2					1		1					1			2	1	200601106500	20060110650001	192.979289798135
62	05	01	66	191.83596839	1	2				1	30	2	1	1			1								2	1	200601106500	20060110650001	192.979289798135
62	06	01	66	191.83596839	1	2				2					1		1								2	1	200601106500	20060110650001	192.979289798135
62	07	01	66	191.83596839	1	2				1	10	2	1	1			1					1			1	1	200601106500	20060110650001	192.979289798135
62	01	02	66	191.83596839	1	2				2					2												200601106500	20060110650002	192.979289798135
62	01	01	66	159.7511921	1	2				2					1		1								1	1	200601106501	20060110650101	159.920097180673
62	02	01	66	159.7511921	1	2				2					1		1			1					2	1	200601106501	20060110650101	159.920097180673
62	01	01	66	268.78013418	1	2				1	20	2	1	2													200601106502	20060110650201	269.170611695966
62	02	01	66	268.78013418	1	2				1	24	1	1	1			1								1	1	200601106502	20060110650201	269.170611695966
62	01	01	66	171.19501602	1	2				1	28	2	1	1			1						1		2	1	200601106503	20060110650301	170.509527173271
62	02	01	66	171.19501602	1	2				2					1		1								1	1	200601106503	20060110650301	170.509527173271
62	03	01	66	228.80974868	1	2				2					1		1								2	1	200601106504	20060110650401	229.109025088461
62	01	01	66	158.43211986	1	2				2					2												200601106505	20060110650501	158.343249981214
62	03	01	66	158.43211986	1	2				1	30	2	1	1			1								2	1	200601106505	20060110650501	158.343249981214
62	01	01	66	182.98469856	1	2				2					1		1						1		2	1	200601106506	20060110650601	183.480910536121
62	02	01	66	182.98469856	1	2				1	30	2	1	1			1			1					2	1	200601106506	20060110650601	183.480910536121
